診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1175,1，175点
初診,自費,サーベイランス強化加算（初診）,1点,4,4点
初診,保険,初診料,291点,1176,342，216点
初診,自費,初診料,291点,4,1，164点
初診,保険,医療情報取得加算（初診）,1点,1176,1，176点
初診,自費,医療情報取得加算（初診）,1点,4,4点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1176,14，112点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,4,48点
初診,保険,外来感染対策向上加算（初診）,6点,1175,7，050点
初診,自費,外来感染対策向上加算（初診）,6点,4,24点
初診,保険,夜間・早朝等加算（初診）,50点,90,4，500点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1175,5，875点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,4,20点
初診,保険,発熱患者等対応加算（初診）,20点,518,10，360点
初診,自費,発熱患者等対応加算（初診）,20点,2,40点
初診,保険,連携強化加算（初診）,3点,1175,3，525点
初診,自費,連携強化加算（初診）,3点,4,12点
再診,保険,サーベイランス強化加算（再診）,1点,855,855点
再診,自費,サーベイランス強化加算（再診）,1点,1,1点
再診,保険,再診料,75点,1266,94，950点
再診,自費,再診料,75点,1,75点
再診,保険,医療情報取得加算（再診）,1点,358,358点
再診,自費,医療情報取得加算（再診）,1点,1,1点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,855,5，130点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,665,34，580点
再診,保険,夜間・早朝等加算（再診）,50点,88,4，400点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,855,4，275点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,1,5点
再診,保険,明細書発行体制等加算,1点,1267,1，267点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,発熱患者等対応加算（再診）,20点,87,1，740点
再診,保険,連携強化加算（再診）,3点,855,2，565点
再診,自費,連携強化加算（再診）,3点,1,3点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,17,4，760点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,177,4，425点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,447,447点
