診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1346,1，346点
初診,自費,サーベイランス強化加算（初診）,1点,2,2点
初診,保険,初診料,291点,1349,392，559点
初診,自費,初診料,291点,2,582点
初診,保険,医療情報取得加算（初診）,1点,1346,1，346点
初診,自費,医療情報取得加算（初診）,1点,2,2点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1349,16，188点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,2,24点
初診,保険,外来感染対策向上加算（初診）,6点,1346,8，076点
初診,自費,外来感染対策向上加算（初診）,6点,2,12点
初診,保険,夜間・早朝等加算（初診）,50点,163,8，150点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1346,6，730点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,2,10点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,発熱患者等対応加算（初診）,20点,543,10，860点
初診,保険,連携強化加算（初診）,3点,1346,4，038点
初診,自費,連携強化加算（初診）,3点,2,6点
再診,保険,サーベイランス強化加算（再診）,1点,1430,1，430点
再診,保険,再診料,75点,1904,142，800点
再診,保険,医療情報取得加算（再診）,1点,743,743点
再診,保険,外来感染対策向上加算（再診）,6点,1430,8，580点
再診,保険,外来管理加算,52点,940,48，880点
再診,保険,夜間・早朝等加算（再診）,50点,196,9，800点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1430,7，150点
再診,保険,明細書発行体制等加算,1点,1904,1，904点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
再診,保険,発熱患者等対応加算（再診）,20点,190,3，800点
再診,保険,連携強化加算（再診）,3点,1430,4，290点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,3,840点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,180,4，500点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,467,467点
医学管理,自費,サーベイランス強化加算（医学管理等）,1点,1,1点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,23,1，495点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,58,4，930点
医学管理,保険,傷病手当金意見書交付料,100点,1,100点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,112,112点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,266,266点
医学管理,自費,医療情報取得加算（初診）（医学管理等）,1点,1,1点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,12点,267,3，204点
医学管理,自費,医療ＤＸ推進体制整備加算１（医学管理等）,12点,1,12点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,467,2，802点
医学管理,自費,外来感染対策向上加算（医学管理等）,6点,1,6点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,127,10，160点
医学管理,自費,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,1,80点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,414,169，740点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,268,161，872点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,604点,1,604点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,467,2，335点
医学管理,自費,抗菌薬適正使用体制加算（医学管理等）,5点,1,5点
医学管理,保険,特定疾患療養管理料（診療所）,225点,3,675点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,264,5，280点
医学管理,自費,発熱患者等対応加算（医学管理等）,20点,1,20点
医学管理,保険,診療情報提供料（１）,250点,46,11，500点
医学管理,保険,連携強化加算（医学管理等）,3点,467,1，401点
医学管理,自費,連携強化加算（医学管理等）,3点,1,3点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,4,1，680点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,86,21，500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,93,9，300点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,93,89，280点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,967,9，670点
投薬,保険,一般名処方加算２（処方箋料）,8点,582,4，656点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2461,147，660点
投薬,自費,処方箋料（リフィル以外・その他）,60点,1,60点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,2,112点
注射,保険,点滴注射（その他）（入院外）,53点,4,212点
注射,保険,皮内、皮下及び筋肉内注射,25点,5,125点
処置,保険,副鼻腔洗浄（その他）（片）,25点,79,1，975点
処置,保険,副鼻腔自然口開大処置,25点,1398,34，950点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,扁桃処置,40点,1,40点
処置,保険,耳処置,27点,280,7，560点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,224,35，840点
処置,自費,耳垢栓塞除去（複雑）（両）,160点,1,160点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,47,4，230点
処置,保険,耳管処置１（片）,36点,13,468点
処置,保険,超音波ネブライザ,24点,999,23，976点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,4,248点
処置,保険,鼻処置,16点,1431,22，896点
