診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1452,1，452点
初診,自費,サーベイランス強化加算（初診）,1点,1,1点
初診,保険,初診料,291点,1452,422，532点
初診,自費,初診料,291点,1,291点
初診,保険,医療情報取得加算（初診）,1点,1452,1，452点
初診,自費,医療情報取得加算（初診）,1点,1,1点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1452,17，424点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,1,12点
初診,保険,外来感染対策向上加算（初診）,6点,1452,8，712点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,185,9，250点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1452,7，260点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,1,5点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,発熱患者等対応加算（初診）,20点,905,18，100点
初診,自費,発熱患者等対応加算（初診）,20点,1,20点
初診,保険,連携強化加算（初診）,3点,1452,4，356点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,サーベイランス強化加算（再診）,1点,1061,1，061点
再診,自費,サーベイランス強化加算（再診）,1点,3,3点
再診,保険,再診料,75点,1637,122，775点
再診,自費,再診料,75点,3,225点
再診,保険,医療情報取得加算（再診）,1点,523,523点
再診,自費,医療情報取得加算（再診）,1点,3,3点
再診,保険,同日再診料,75点,3,225点
再診,保険,外来感染対策向上加算（再診）,6点,1061,6，366点
再診,自費,外来感染対策向上加算（再診）,6点,3,18点
再診,保険,外来管理加算,52点,719,37，388点
再診,保険,夜間・早朝等加算（再診）,50点,179,8，950点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1061,5，305点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,3,15点
再診,保険,明細書発行体制等加算,1点,1640,1，640点
再診,自費,明細書発行体制等加算,1点,3,3点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
再診,保険,発熱患者等対応加算（再診）,20点,249,4，980点
再診,保険,連携強化加算（再診）,3点,1061,3，183点
再診,自費,連携強化加算（再診）,3点,3,9点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,1,280点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,202,5，050点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,509,509点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,43,2，795点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,35,2，975点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,137,137点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,293,293点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,12点,294,3，528点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,509,3，054点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,165,13，200点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,543,222，630点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,295,178，180点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,509,2，545点
医学管理,保険,特定疾患療養管理料（診療所）,225点,4,900点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,365,7，300点
医学管理,保険,診療情報提供料（１）,250点,25,6，250点
医学管理,保険,連携強化加算（医学管理等）,3点,509,1，527点
医学管理,保険,難病外来指導管理料,270点,4,1，080点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,7,2，940点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,74,18，500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,77,7，700点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,77,73，920点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,1372,13，720点
投薬,自費,一般名処方加算１（処方箋料）,10点,1,10点
投薬,保険,一般名処方加算２（処方箋料）,8点,532,4，256点
投薬,自費,一般名処方加算２（処方箋料）,8点,1,8点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2597,155，820点
投薬,自費,処方箋料（リフィル以外・その他）,60点,2,120点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,4,224点
注射,保険,点滴注射（その他）（入院外）,53点,9,477点
注射,保険,皮内、皮下及び筋肉内注射,25点,2,50点
処置,保険,副鼻腔洗浄（その他）（片）,25点,86,2，150点
処置,保険,副鼻腔自然口開大処置,25点,1778,44，450点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,扁桃処置,40点,4,160点
処置,保険,耳処置,27点,268,7，236点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,48,7，680点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,19,1，710点
処置,保険,耳管処置１（片）,36点,6,216点
処置,保険,血腫穿刺,80点,2,160点
処置,保険,超音波ネブライザ,24点,1362,32，688点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,7,434点
処置,保険,鼻処置,16点,1762,28，192点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,3,720点
手術,保険,イオントフォレーゼ加算,45点,8,360点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,2,5，820点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,2,520点
手術,保険,鼓膜切開術,830点,6,4，980点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,3,8，010点
手術,保険,鼻腔粘膜焼灼術,1，080点,3,3，240点
検査,保険,γ－ＧＴ,11点,3,33点
検査,保険,カリウム,11点,4,44点
検査,保険,クレアチニン,11点,4,44点
検査,保険,グルコース,11点,3,33点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,200点,1,200点
検査,保険,チンパノメトリー,340点,20,6，800点
検査,保険,ナトリウム及びクロール,11点,4,44点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,5,1，000点
検査,保険,ビタミンＢ１２,136点,3,408点
検査,保険,免疫学的検査判断料,144点,259,37，296点
検査,保険,平衡機能検査（標準検査）,20点,80,1，600点
検査,自費,平衡機能検査（標準検査）,20点,2,40点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,65,19，500点
検査,自費,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,2,600点
検査,保険,平衡機能検査（重心動揺計）,250点,5,1，250点
検査,保険,微生物学的検査判断料,150点,24,3，600点
検査,保険,末梢血液一般検査,21点,7,147点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,43,-2，580点
検査,保険,標準純音聴力検査,350点,204,71，400点
検査,保険,淋菌及びクラミジア・トラコマチス同時核酸検出,262点,2,524点
検査,保険,特異的ＩｇＥ半定量・定量,110点,585,18，590点
検査,保険,生化学的検査（１）判断料,144点,7,1，008点
検査,保険,簡易聴力検査（気導純音聴力）,110点,42,4，620点
検査,保険,細菌培養同定検査（その他）,180点,22,3，960点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,17,3，145点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,細菌薬剤感受性検査（３菌種以上）,310点,1,310点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,3,2，160点
検査,保険,脳波検査判断料２,180点,3,540点
検査,保険,血液学的検査判断料,125点,7,875点
検査,保険,超音波検査（断層撮影法）（その他）,350点,24,8，400点
検査,保険,非特異的ＩｇＥ定量,100点,13,1，300点
検査,保険,鼻腔・咽頭拭い液採取,25点,250,6，250点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,3,363点
検査,保険,ＡＬＰ,11点,4,44点
検査,保険,ＡＬＴ,17点,4,68点
検査,保険,ＡＳＴ,17点,4,68点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,4,44点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｖ,40点,20,800点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,4,44点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,80,48，000点
検査,自費,ＥＦ－喉頭,600点,1,600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,349,209，400点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＨＢｃ抗体半定量・定量,130点,1,130点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,4,44点
検査,保険,Ｓ－Ｍ,67点,22,1，474点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,248,55，800点
検査,保険,ＴＰ,11点,4,44点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,132点,3,396点
画像,保険,コンピューター断層診断,450点,15,6，750点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,16,1，920点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,16,8，960点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1747,10，482点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1,6点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2180,4，360点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,3,6点
保険外費用,自費,インフル￥0,0円,8,0円
保険外費用,自費,インフル￥1000,1，000円,20,20，000円
