診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,935,269，280点
初診,自費,初診料,288点,2,576点
初診,保険,外来感染対策向上加算（初診）,6点,931,5，586点
初診,自費,外来感染対策向上加算（初診）,6点,2,12点
初診,保険,夜間・早朝等加算（初診）,50点,106,5，300点
初診,保険,時間外加算（初診）,85点,3,255点
再診,保険,乳幼児加算（再診）,38点,27,1，026点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,251,62，750点
再診,保険,再診料,73点,1075,78，475点
再診,自費,再診料,73点,2,146点
再診,保険,同日再診料,73点,2,146点
再診,保険,外来感染対策向上加算（再診）,6点,664,3，984点
再診,自費,外来感染対策向上加算（再診）,6点,2,12点
再診,保険,外来管理加算,52点,467,24，284点
再診,自費,外来管理加算,52点,2,104点
再診,保険,夜間・早朝等加算（再診）,50点,138,6，900点
再診,保険,明細書発行体制等加算,1点,1328,1，328点
再診,自費,明細書発行体制等加算,1点,2,2点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
再診,保険,電話等再診料,73点,251,18，323点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,6,1，680点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,99,2，475点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,53,3，445点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,18,1，530点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,652,163，000点
医学管理,保険,傷病手当金意見書交付料,100点,3,300点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,456,2，736点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,131,10，480点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,543,220，458点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,215,128，785点
医学管理,保険,特定疾患療養管理料（診療所）,225点,5,1，125点
医学管理,保険,診療情報提供料（１）,250点,28,7，000点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,730,219，000点
医学管理,保険,難病外来指導管理料,270点,2,540点
医学管理,保険,電話等による診療（新型コロナウイルス感染症・臨時的取扱）,147点,6,882点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,8,3，360点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,17,4，250点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,17,1，700点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,17,17，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,950,6，650点
投薬,自費,一般名処方加算１（処方箋料）,7点,1,7点
投薬,保険,一般名処方加算２（処方箋料）,5点,320,1，600点
投薬,自費,一般名処方加算２（処方箋料）,5点,1,5点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1692,115，056点
投薬,自費,処方箋料（リフィル以外・その他）,68点,4,272点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,4,72点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,4,264点
注射,保険,点滴注射（その他）（入院外）,50点,2,100点
注射,保険,皮内、皮下及び筋肉内注射,22点,2,44点
処置,保険,副鼻腔洗浄（その他）（片）,25点,74,1，850点
処置,保険,副鼻腔自然口開大処置,25点,870,21，750点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,1,52点
処置,保険,口腔、咽頭処置,16点,7,112点
処置,保険,耳処置,27点,208,5，616点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,29,5，220点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,15,1，500点
処置,保険,耳管処置１（片）,36点,2,72点
処置,保険,超音波ネブライザ,24点,713,17，112点
処置,保険,鼓室処置（片）,55点,12,660点
処置,保険,鼻処置,16点,898,14，368点
処置,自費,鼻処置,16点,1,16点
手術,保険,イオントフォレーゼ加算,45点,2,90点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,9,2，340点
手術,保険,鼓膜切開術,830点,1,830点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,4,4，320点
検査,保険,γ－ＧＴ,11点,3,33点
検査,保険,インフルエンザウイルス抗原定性,136点,12,1，632点
検査,保険,カリウム,11点,3,33点
検査,保険,クレアチニン,11点,3,33点
検査,保険,グルコース,11点,3,33点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,206点,1,206点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,206点,1,206点
検査,保険,チンパノメトリー,340点,20,6，800点
検査,保険,ナトリウム及びクロール,11点,3,33点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,5,1，000点
検査,保険,ビタミンＢ１２,140点,1,140点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,265,38，160点
検査,保険,平衡機能検査（標準検査）,20点,50,1，000点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,39,11，700点
検査,保険,平衡機能検査（重心動揺計）,250点,5,1，250点
検査,保険,微生物学的検査判断料,150点,13,1，950点
検査,保険,末梢血液一般検査,21点,4,84点
検査,保険,末梢血液像（自動機械法）,15点,2,30点
検査,保険,検査逓減,-10％,16,-935点
検査,保険,標準純音聴力検査,350点,147,51，450点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,351,12，870点
検査,保険,生化学的検査（１）判断料,144点,4,576点
検査,保険,簡易聴力検査（気導純音聴力）,110点,101,11，110点
