診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1282,1，282点
初診,自費,サーベイランス強化加算（初診）,1点,3,3点
初診,保険,初診料,291点,1285,373，935点
初診,自費,初診料,291点,3,873点
初診,保険,医療情報取得加算（初診）,1点,1283,1，283点
初診,自費,医療情報取得加算（初診）,1点,3,3点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1283,15，396点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,3,36点
初診,保険,外来感染対策向上加算（初診）,6点,1282,7，692点
初診,自費,外来感染対策向上加算（初診）,6点,3,18点
初診,保険,夜間・早朝等加算（初診）,50点,113,5，650点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1282,6，410点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,3,15点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,発熱患者等対応加算（初診）,20点,599,11，980点
初診,自費,発熱患者等対応加算（初診）,20点,2,40点
初診,保険,連携強化加算（初診）,3点,1282,3，846点
初診,自費,連携強化加算（初診）,3点,3,9点
再診,保険,サーベイランス強化加算（再診）,1点,888,888点
再診,自費,サーベイランス強化加算（再診）,1点,2,2点
再診,保険,再診料,75点,1398,104，850点
再診,自費,再診料,75点,2,150点
再診,保険,医療情報取得加算（再診）,1点,480,480点
再診,自費,医療情報取得加算（再診）,1点,2,2点
再診,保険,同日再診料,75点,2,150点
再診,保険,外来感染対策向上加算（再診）,6点,888,5，328点
再診,自費,外来感染対策向上加算（再診）,6点,2,12点
再診,保険,外来管理加算,52点,698,36，296点
再診,保険,夜間・早朝等加算（再診）,50点,109,5，450点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,888,4，440点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,2,10点
再診,保険,明細書発行体制等加算,1点,1400,1，400点
再診,自費,明細書発行体制等加算,1点,2,2点
再診,保険,発熱患者等対応加算（再診）,20点,125,2，500点
再診,保険,連携強化加算（再診）,3点,888,2，664点
再診,自費,連携強化加算（再診）,3点,2,6点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,7,1，960点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,172,4，300点
