診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,742,213，696点
初診,自費,初診料,288点,1,288点
初診,保険,外来感染対策向上加算（初診）,6点,739,4，434点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,45,2，250点
初診,保険,連携強化加算（初診）,3点,739,2，217点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,乳幼児加算（再診）,38点,9,342点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,141,35，250点
再診,保険,再診料,73点,817,59，641点
再診,保険,同日再診料,73点,6,438点
再診,保険,外来感染対策向上加算（再診）,6点,481,2，886点
再診,保険,外来管理加算,52点,369,19，188点
再診,保険,夜間・早朝等加算（再診）,50点,80,4，000点
再診,保険,明細書発行体制等加算,1点,964,964点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
再診,保険,連携強化加算（再診）,3点,481,1，443点
再診,保険,電話等再診料,73点,141,10，293点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,12,3，360点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,62,1，550点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,22,1，430点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,13,1，105点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,429,107，250点
医学管理,自費,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,1,250点
医学管理,保険,傷病手当金意見書交付料,100点,1,100点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,328,1，968点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,111,8，880点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,302,122，612点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,190,113，810点
医学管理,保険,特定疾患療養管理料（診療所）,225点,8,1，800点
医学管理,保険,診療情報提供料（１）,250点,25,6，250点
医学管理,保険,連携強化加算（医学管理等）,3点,328,984点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,440,132，000点
医学管理,自費,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,1,300点
医学管理,保険,難病外来指導管理料,270点,3,810点
医学管理,保険,電話等による診療（新型コロナウイルス感染症・臨時的取扱）,147点,16,2，352点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,8,3，360点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,11,2，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,12,1，200点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,12,12，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,563,3，941点
投薬,自費,一般名処方加算１（処方箋料）,7点,1,7点
投薬,保険,一般名処方加算２（処方箋料）,5点,284,1，420点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1241,84，388点
投薬,自費,処方箋料（リフィル以外・その他）,68点,1,68点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,4,72点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,6,396点
注射,保険,点滴注射（その他）（入院外）,50点,3,150点
注射,保険,皮内、皮下及び筋肉内注射,22点,3,66点
注射,保険,静脈内注射,34点,2,68点
処置,保険,副鼻腔洗浄（その他）（片）,25点,74,1，850点
処置,保険,副鼻腔自然口開大処置,25点,580,14，500点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,口腔、咽頭処置,16点,9,144点
処置,保険,扁桃処置,40点,1,40点
処置,保険,耳処置,27点,212,5，724点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,29,5，220点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,27,2，700点
