診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,1232,354，816点
初診,保険,外来感染対策向上加算（初診）,6点,1226,7，356点
初診,保険,夜間・早朝等加算（初診）,50点,176,8，800点
初診,保険,時間外加算（初診）,85点,1,85点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,16,4，000点
再診,保険,再診料,73点,1048,76，504点
再診,保険,同日再診料,73点,2,146点
再診,保険,外来感染対策向上加算（再診）,6点,727,4，362点
再診,保険,外来管理加算,52点,557,28，964点
再診,保険,夜間・早朝等加算（再診）,50点,157,7，850点
再診,保険,明細書発行体制等加算,1点,1066,1，066点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
再診,保険,電話等再診料,73点,16,1，168点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,88,2，200点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,48,3，120点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,24,2，040点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,548,137，000点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,498,2，988点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,149,11，920点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,504,204，624点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,265,158，735点
医学管理,保険,特定疾患療養管理料（診療所）,225点,5,1，125点
医学管理,保険,診療情報提供料（１）,250点,28,7，000点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,563,168，900点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,7,2，940点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,22,5，500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,22,2，200点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,22,22，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,772,5，404点
投薬,保険,一般名処方加算２（処方箋料）,5点,602,3，010点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1994,135，592点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,6,108点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,2,132点
注射,保険,点滴注射（その他）（入院外）,50点,9,450点
注射,保険,皮内、皮下及び筋肉内注射,22点,2,44点
処置,保険,副鼻腔洗浄（その他）（片）,25点,90,2，250点
処置,保険,副鼻腔自然口開大処置,25点,1260,31，500点
処置,保険,口腔、咽頭処置,16点,5,80点
処置,保険,耳処置,27点,227,6，129点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,21,3，780点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,14,1，400点
処置,保険,耳管処置１（片）,36点,5,180点
処置,保険,超音波ネブライザ,24点,576,13，824点
処置,保険,鼓室処置（片）,55点,13,715点
処置,保険,鼻処置,16点,1313,21，008点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,5,225点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,11,2，860点
手術,保険,鼓膜切開術,830点,5,4，150点
手術,保険,鼻腔粘膜焼灼術,1，080点,8,8，640点
検査,保険,インフルエンザウイルス抗原定性,136点,1,136点
検査,保険,チンパノメトリー,340点,8,2，720点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,2,400点
検査,保険,ビタミンＢ１２,140点,3,420点
検査,保険,免疫学的検査判断料,144点,197,28，368点
検査,保険,平衡機能検査（標準検査）,20点,60,1，200点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,36,10，800点
検査,保険,平衡機能検査（重心動揺計）,250点,2,500点
検査,保険,微生物学的検査判断料,150点,8,1，200点
検査,保険,末梢血液一般検査,21点,3,63点
検査,保険,検査逓減,-10％,15,-875点
検査,保険,標準純音聴力検査,350点,118,41，300点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1229,57，970点
検査,保険,生化学的検査（１）判断料,144点,3,432点
検査,保険,簡易聴力検査（気導純音聴力）,110点,51,5，610点
検査,保険,細菌培養同定検査（その他）,170点,8,1，360点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,5,900点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,3,690点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,5,3，600点
検査,保険,脳波検査判断料２,180点,5,900点
検査,保険,血液学的検査判断料,125点,3,375点
検査,保険,超音波検査（断層撮影法）（その他）,350点,8,2，800点
検査,保険,静脈性嗅覚検査,45点,4,180点
検査,保険,非特異的ＩｇＥ定量,100点,30,3，000点
検査,保険,鼻腔・咽頭拭い液採取,25点,122,3，050点
検査,保険,Ｂ－Ｃ,6点,20,120点
検査,保険,Ｂ－Ｖ,37点,33,1，221点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,33,19，800点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,146,87，600点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,Ｓ－Ｍ,64点,8,512点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,156,65，520点
検査,保険,Ｚｎ,136点,3,408点
画像,保険,コンピューター断層診断,450点,13,5，850点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,13,1，560点
