診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1466,1，466点
初診,自費,サーベイランス強化加算（初診）,1点,2,2点
初診,保険,初診料,291点,1470,427，770点
初診,自費,初診料,291点,2,582点
初診,保険,医療情報取得加算（初診）,1点,1467,1，467点
初診,自費,医療情報取得加算（初診）,1点,2,2点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,11点,1467,16，137点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,11点,2,22点
初診,保険,外来感染対策向上加算（初診）,6点,1466,8，796点
初診,自費,外来感染対策向上加算（初診）,6点,2,12点
初診,保険,夜間・早朝等加算（初診）,50点,241,12，050点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1466,7，330点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,2,10点
初診,保険,時間外加算（初診）,85点,3,255点
初診,保険,発熱患者等対応加算（初診）,20点,998,19，960点
初診,自費,発熱患者等対応加算（初診）,20点,1,20点
初診,保険,連携強化加算（初診）,3点,1466,4，398点
初診,自費,連携強化加算（初診）,3点,2,6点
再診,保険,サーベイランス強化加算（再診）,1点,1144,1，144点
再診,保険,再診料,75点,1878,140，850点
再診,保険,医療情報取得加算（再診）,1点,772,772点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,1144,6，864点
再診,保険,外来管理加算,52点,673,34，996点
再診,保険,夜間・早朝等加算（再診）,50点,257,12，850点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1144,5，720点
再診,保険,明細書発行体制等加算,1点,1879,1，879点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
再診,保険,発熱患者等対応加算（再診）,20点,310,6，200点
再診,保険,連携強化加算（再診）,3点,1144,3，432点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,1,280点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,178,4，450点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,726,726点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,92,5，980点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,49,4，165点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,181,181点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,414,414点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,11点,419,4，609点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,726,4，356点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,243,19，440点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,904,370，640点
