診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,乳幼児加算（初診）,75点,1,75点
初診,保険,乳幼児感染予防策加算（初診料・診療報酬上臨時的取扱）,50点,1,50点
初診,保険,初診料,288点,610,175，680点
初診,保険,夜間・早朝等加算（初診）,50点,24,1，200点
初診,保険,時間外加算（初診）,85点,1,85点
再診,保険,再診料,73点,500,36，500点
再診,保険,同日再診料,73点,1,73点
再診,保険,外来管理加算,52点,229,11，908点
再診,保険,夜間・早朝等加算（再診）,50点,37,1，850点
再診,保険,明細書発行体制等加算,1点,501,501点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,5,425点
医学管理,保険,乳幼児感染予防策加算（小児科外来診療料等・診療報酬上臨時的取扱）,50点,290,14，500点
医学管理,自費,乳幼児感染予防策加算（小児科外来診療料等・診療報酬上臨時的取扱）,50点,1,50点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,278,69，500点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,116,9，280点
医学管理,自費,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,1,80点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,96,38，976点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,194,116，206点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,599点,1,599点
医学管理,保険,特定疾患療養管理料（診療所）,225点,2,450点
医学管理,保険,診療情報提供料（１）,250点,17,4，250点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,277,83，100点
医学管理,保険,難病外来指導管理料,270点,1,270点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,10,4，200点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,4,1，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,4,400点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,4,4，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,400,2，800点
投薬,保険,一般名処方加算２（処方箋料）,5点,210,1，050点
投薬,保険,処方箋料（その他）,68点,874,59，432点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,4,72点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,3,198点
注射,保険,点滴注射（その他）（入院外）,49点,1,49点
注射,保険,皮内、皮下及び筋肉内注射,20点,2,40点
処置,保険,副鼻腔洗浄（その他）（片）,25点,2,50点
処置,保険,副鼻腔自然口開大処置,25点,497,12，425点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,1,52点
処置,保険,口腔、咽頭処置,14点,6,84点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,25点,167,4，175点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,11,1，980点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,17,1，700点
処置,保険,耳管処置１（片）,36点,13,468点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザー,24点,300,7，200点
処置,保険,鼓室処置（片）,55点,7,385点
処置,保険,鼻処置,14点,508,7，112点
手術,保険,イオントフォレーゼ加算,45点,1,45点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,3,8，730点
手術,保険,外耳道異物除去術（単純）,260点,6,1，560点
手術,保険,鼓膜切開術,830点,1,830点
手術,保険,鼻腔粘膜焼灼術,1，080点,24,25，920点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,インフルエンザウイルス抗原定性,139点,44,6，116点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,46,15，640点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算,200点,32,6，400点
検査,保険,免疫学的検査判断料,144点,102,14，688点
検査,保険,平衡機能検査（標準検査）,20点,47,940点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,35,10，500点
検査,保険,微生物学的検査判断料,150点,20,3，000点
検査,保険,末梢血液一般検査,21点,2,42点
検査,保険,検査逓減,-10％,8,-480点
検査,保険,標準純音聴力検査,350点,128,44，800点
検査,保険,特異的ＩｇＥ半定量・定量,110点,455,18，590点
検査,保険,生化学的検査（１）判断料,144点,2,288点
検査,保険,簡易聴力検査（気導純音聴力）,110点,43,4，730点
検査,保険,細菌培養同定検査（その他）,160点,6,960点
検査,保険,細菌培養同定検査（気道）,160点,2,320点
検査,保険,細菌薬剤感受性検査（１菌種）,170点,6,1，020点
検査,保険,細菌薬剤感受性検査（２菌種）,220点,2,440点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,3,2，160点
検査,保険,耳鳴検査,400点,8,3，200点
検査,保険,脳波検査判断料２,180点,3,540点
検査,保険,血液学的検査判断料,125点,2,250点
検査,保険,超音波検査（断層撮影法）（その他）,350点,10,3，500点
検査,保険,重心動揺計,250点,32,8，000点
検査,保険,静脈性嗅覚検査,45点,4,180点
検査,保険,非特異的ＩｇＥ定量,100点,12,1，200点
検査,保険,鼻腔・咽頭拭い液採取,5点,81,405点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
