診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,1225,352，800点
初診,自費,初診料,288点,2,576点
初診,保険,外来感染対策向上加算（初診）,6点,1215,7，290点
初診,自費,外来感染対策向上加算（初診）,6点,2,12点
初診,保険,夜間・早朝等加算（初診）,50点,237,11，850点
初診,保険,時間外加算（初診）,85点,2,170点
再診,保険,再診料,73点,1361,99，353点
再診,自費,再診料,73点,1,73点
再診,保険,同日再診料,73点,2,146点
再診,保険,外来感染対策向上加算（再診）,6点,875,5，250点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,524,27，248点
再診,保険,夜間・早朝等加算（再診）,50点,212,10，600点
再診,保険,明細書発行体制等加算,1点,1363,1，363点
再診,自費,明細書発行体制等加算,1点,1,1点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,15,4，200点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,98,2，450点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,63,4，095点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,37,3，145点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,傷病手当金意見書交付料,100点,1,100点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,587,3，522点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,79,6，320点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,681,276，486点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,284,170，116点
医学管理,保険,特定疾患療養管理料（診療所）,225点,3,675点
医学管理,保険,特定疾患療養管理料（１００床未満・療養指導）（特例）,147点,20,2，940点
医学管理,保険,診療情報提供料（１）,250点,35,8，750点
医学管理,保険,院内トリアージ実施料（特例）,300点,648,194，400点
医学管理,保険,難病外来指導管理料,270点,3,810点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,12,5，040点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,28,7，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,28,2，800点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,28,28，000点
投薬,保険,一般名処方加算１（処方箋料）（経過措置）,9点,1105,9，945点
投薬,自費,一般名処方加算１（処方箋料）（経過措置）,9点,1,9点
投薬,保険,一般名処方加算２（処方箋料）（経過措置）,7点,357,2，499点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1970,133，960点
投薬,自費,処方箋料（リフィル以外・その他）,68点,2,136点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,4,72点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,1,66点
注射,保険,点滴注射（その他）（入院外）,50点,6,300点
注射,保険,皮内、皮下及び筋肉内注射,22点,3,66点
処置,保険,副鼻腔洗浄（その他）（片）,25点,96,2，400点
処置,保険,副鼻腔自然口開大処置,25点,1181,29，525点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,4,208点
処置,保険,口腔、咽頭処置,16点,2,32点
処置,保険,扁桃処置,40点,3,120点
処置,保険,耳処置,27点,343,9，261点
処置,自費,耳処置,27点,1,27点
