診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,994,286，272点
初診,保険,外来感染対策向上加算（初診）,6点,989,5，934点
初診,保険,夜間・早朝等加算（初診）,50点,126,6，300点
初診,保険,時間外加算（初診）,85点,1,85点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,31,7，750点
再診,保険,再診料,73点,911,66，503点
再診,自費,再診料,73点,1,73点
再診,保険,同日再診料,73点,1,73点
再診,保険,外来感染対策向上加算（再診）,6点,557,3，342点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,432,22，464点
再診,自費,外来管理加算,52点,1,52点
再診,保険,夜間・早朝等加算（再診）,50点,116,5，800点
再診,保険,明細書発行体制等加算,1点,943,943点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,電話等再診料,73点,31,2，263点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,3,840点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,92,2，300点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,42,2，730点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,25,2，125点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,2,130点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,2,170点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,579,144，750点
医学管理,保険,傷病手当金意見書交付料,100点,4,400点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,456,2，736点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,186,14，880点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,417,169，302点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,286,171，314点
医学管理,保険,特定疾患療養管理料（診療所）,225点,9,2，025点
医学管理,保険,診療情報提供料（１）,250点,32,8，000点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,600,180，000点
医学管理,保険,難病外来指導管理料,270点,2,540点
医学管理,保険,電話等による診療（新型コロナウイルス感染症・臨時的取扱）,147点,1,147点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,9,3，780点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,15,3，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,15,1，500点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,15,15，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,734,5，138点
投薬,保険,一般名処方加算２（処方箋料）,5点,394,1，970点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1617,109，956点
投薬,自費,処方箋料（リフィル以外・その他）,68点,1,68点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,4,72点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,5,330点
注射,保険,点滴注射（その他）（入院外）,50点,7,350点
注射,保険,皮内、皮下及び筋肉内注射,22点,2,44点
処置,保険,副鼻腔洗浄（その他）（片）,25点,58,1，450点
処置,保険,副鼻腔自然口開大処置,25点,932,23，300点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,6,312点
処置,保険,口腔、咽頭処置,16点,7,112点
処置,保険,扁桃処置,40点,1,40点
処置,保険,扁桃周囲膿瘍穿刺,180点,1,180点
処置,保険,耳処置,27点,219,5，913点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,32,5，760点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,20,2，000点
処置,保険,耳管処置１（片）,36点,6,216点
処置,保険,超音波ネブライザ,24点,629,15，096点
処置,保険,鼓室処置（片）,55点,21,1，155点
処置,保険,鼻処置,16点,961,15，376点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,3,135点
手術,保険,咽頭異物摘出術（簡単）,500点,3,1，500点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,3,2，490点
手術,保険,鼻腔粘膜焼灼術,1，080点,13,14，040点
検査,保険,γ－ＧＴ,11点,4,44点
検査,保険,カリウム,11点,4,44点
検査,保険,クレアチニン,11点,4,44点
検査,保険,グルコース,11点,4,44点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,206点,1,206点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,206点,3,618点
検査,保険,チンパノメトリー,340点,47,15，980点
検査,保険,ナトリウム及びクロール,11点,4,44点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,12,2，400点
検査,保険,免疫学的検査判断料,144点,145,20，880点
検査,保険,平衡機能検査（標準検査）,20点,95,1，900点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,71,21，300点
検査,保険,平衡機能検査（重心動揺計）,250点,12,3，000点
検査,保険,微生物学的検査判断料,150点,17,2，550点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,4,84点
検査,保険,末梢血液像（自動機械法）,15点,4,60点
検査,保険,検査逓減,-10％,13,-755点
検査,保険,標準純音聴力検査,350点,196,68，600点
検査,保険,特異的ＩｇＥ半定量・定量,110点,953,36，080点
検査,保険,生化学的検査（１）判断料,144点,4,576点
検査,保険,簡易聴力検査（気導純音聴力）,110点,72,7，920点
検査,保険,細菌培養同定検査（その他）,170点,16,2，720点
検査,保険,細菌培養同定検査（口腔）,170点,1,170点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,11,1，980点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,4,920点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,耳鳴検査,400点,3,1，200点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,4,500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,20,7，000点
検査,保険,静脈性嗅覚検査,45点,5,225点
検査,保険,非特異的ＩｇＥ定量,100点,24,2，400点
検査,保険,鼻腔・咽頭拭い液採取,25点,103,2，575点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,2,248点
検査,保険,ＡＬＰ,11点,4,44点
検査,保険,ＡＬＴ,17点,4,68点
検査,保険,ＡＳＴ,17点,4,68点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,4,44点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｃ,6点,1,6点
検査,保険,Ｂ－Ｖ,37点,28,1，036点
検査,保険,ＢＩＬ／総,11点,4,44点
検査,保険,ＢＵＮ,11点,4,44点
検査,保険,ＣＲＰ,16点,4,64点
検査,保険,ＣｈＥ,11点,4,44点
検査,保険,ＥＦ－喉頭,600点,56,33，600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,153,91，800点
検査,保険,ＬＤ,11点,4,44点
検査,保険,Ｓ－Ｍ,64点,17,1，088点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,125,37，500点
検査,保険,ＴＰ,11点,4,44点
検査,保険,ＵＡ,11点,4,44点
画像,保険,コンピューター断層診断,450点,13,5，850点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,13,1，560点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,13,7，280点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,1,400点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,5,1，000点
