診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,乳幼児加算（初診）,75点,1,75点
初診,保険,初診料,288点,1706,491，328点
初診,自費,初診料,288点,1,288点
初診,保険,医療情報・システム基盤整備体制充実加算１（初診）,4点,1542,6，168点
初診,自費,医療情報・システム基盤整備体制充実加算１（初診）,4点,1,4点
初診,保険,医療情報・システム基盤整備体制充実加算２（初診）,2点,75,150点
初診,保険,外来感染対策向上加算（初診）,6点,1704,10，224点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,422,21，100点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,時間外加算（初診）,85点,2,170点
再診,保険,乳幼児加算（再診）,38点,1,38点
再診,保険,再診料,73点,1961,143，153点
再診,保険,同日再診料,73点,1,73点
再診,保険,外来感染対策向上加算（再診）,6点,1376,8，256点
再診,保険,外来管理加算,52点,1239,64，428点
再診,保険,夜間・早朝等加算（再診）,50点,319,15，950点
再診,保険,明細書発行体制等加算,1点,1962,1，962点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,6,1，680点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,144,3，600点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,60,3，900点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,56,4，760点
医学管理,保険,傷病手当金意見書交付料,100点,1,100点
医学管理,保険,医療情報・システム基盤整備体制充実加算１（医学管理等）,4点,274,1，096点
医学管理,保険,医療情報・システム基盤整備体制充実加算２（医学管理等）,2点,2,4点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,604,3，624点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,134,10，720点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,630,255，780点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,315,188，685点
医学管理,保険,特定疾患療養管理料（診療所）,225点,1,225点
医学管理,保険,特定疾患療養管理料（１００床未満の病院）（特例）（１０月以降）,147点,586,86，142点
医学管理,保険,診療情報提供料（１）,250点,31,7，750点
医学管理,保険,難病外来指導管理料,270点,4,1，080点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,39,9，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,41,4，100点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,41,41，000点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,2,1，300点
投薬,保険,一般名処方加算１（処方箋料）,7点,1648,11，536点
投薬,保険,一般名処方加算２（処方箋料）,5点,903,4，515点
投薬,保険,乳幼児加算（処方箋料）,3点,1,3点
投薬,保険,処方箋料（リフィル以外・その他）,68点,3301,224，468点
投薬,自費,処方箋料（リフィル以外・その他）,68点,1,68点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,2,36点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,2,132点
注射,保険,点滴注射（その他）（入院外）,50点,12,600点
注射,保険,皮内、皮下及び筋肉内注射,22点,4,88点
処置,保険,副鼻腔手術後の処置（片）,45点,1,45点
処置,保険,副鼻腔洗浄（その他）（片）,25点,72,1，800点
処置,保険,副鼻腔自然口開大処置,25点,1831,45，775点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,口腔、咽頭処置,16点,1,16点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,314,8，478点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,33,5，940点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,19,1，900点
処置,保険,耳管処置１（片）,36点,6,216点
処置,保険,耳鼻咽喉科乳幼児処置加算,60点,2,120点
処置,保険,血腫穿刺,80点,4,320点
処置,保険,超音波ネブライザ,24点,777,18，648点
処置,保険,鼓室処置（片）,55点,8,440点
処置,保険,鼻処置,16点,1863,29，808点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,4,960点
手術,保険,イオントフォレーゼ加算,45点,7,315点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,外耳道異物除去術（単純）,260点,1,260点
手術,保険,時間外加算２（手術）,40％,1,104点
手術,保険,鼓膜切開術,830点,5,4，150点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,2,5，340点
手術,保険,鼻腔粘膜焼灼術,1，080点,6,6，480点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,184点,1,184点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,32,10，880点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,3,600点
検査,保険,ビタミンＢ１２,140点,1,140点
検査,保険,免疫学的検査判断料,144点,193,27，792点
検査,保険,平衡機能検査（標準検査）,20点,82,1，640点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,51,15，300点
検査,保険,平衡機能検査（重心動揺計）,250点,3,750点
検査,保険,微生物学的検査判断料,150点,12,1，800点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,1,161点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,158点,1,158点
検査,保険,末梢血液一般検査,21点,2,42点
検査,保険,検査逓減,-10％,29,-1，740点
検査,保険,標準純音聴力検査,350点,159,55，650点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1626,70，180点
検査,保険,生化学的検査（１）判断料,144点,2,288点
検査,保険,簡易聴力検査（気導純音聴力）,110点,75,8，250点
検査,保険,細菌培養同定検査（その他）,170点,12,2，040点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,10,1，800点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,9,6，480点
検査,保険,脳波検査判断料２,180点,9,1，620点
検査,保険,血液学的検査判断料,125点,2,250点
検査,保険,超音波検査（断層撮影法）（その他）,350点,12,4，200点
検査,保険,静脈性嗅覚検査,45点,3,135点
検査,保険,非特異的ＩｇＥ定量,100点,38,3，800点
検査,保険,鼻腔・咽頭拭い液採取,25点,122,3，050点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,1,124点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,18,108点
検査,保険,Ｂ－Ｖ,37点,40,1，480点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,74,44，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,232,139，200点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,64点,12,768点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,139,58，380点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
検査,保険,Ｚｎ,136点,1,136点
画像,保険,コンピューター断層診断,450点,23,10，350点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,23,2，760点
