診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,1028,296，064点
初診,自賠責,初診料,288点,1,288点
初診,自費,初診料,288点,2,576点
初診,保険,外来感染対策向上加算（初診）,6点,1016,6，096点
初診,自賠責,外来感染対策向上加算（初診）,6点,1,6点
初診,自費,外来感染対策向上加算（初診）,6点,2,12点
初診,保険,夜間・早朝等加算（初診）,50点,122,6，100点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,時間外加算（初診）,85点,2,170点
再診,保険,乳幼児加算（再診）,38点,8,304点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,127,31，750点
再診,保険,再診料,73点,1067,77，891点
再診,自賠責,再診料,73点,1,73点
再診,自費,再診料,73点,1,73点
再診,保険,外来感染対策向上加算（再診）,6点,615,3，690点
再診,自賠責,外来感染対策向上加算（再診）,6点,1,6点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,473,24，596点
再診,自賠責,外来管理加算,52点,1,52点
再診,自費,外来管理加算,52点,1,52点
再診,保険,夜間・早朝等加算（再診）,50点,171,8，550点
再診,保険,明細書発行体制等加算,1点,1196,1，196点
再診,自賠責,明細書発行体制等加算,1点,1,1点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,時間外加算（再診）（入院外）,65点,5,325点
再診,保険,電話等再診料,73点,129,9，417点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,7,1，960点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,91,2，275点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,57,3，705点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,26,2，210点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,664,166，000点
医学管理,自費,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,2,500点
医学管理,保険,傷病手当金意見書交付料,100点,4,400点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,480,2，880点
医学管理,自賠責,外来感染対策向上加算（医学管理等）,6点,1,6点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,157,12，560点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,516,209，496点
医学管理,自賠責,小児科外来診療料（処方箋を交付）再診時,406点,1,406点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,257,153，943点
医学管理,保険,特定疾患療養管理料（診療所）,225点,5,1，125点
医学管理,保険,診療情報提供料（１）,250点,32,8，000点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,692,207，600点
医学管理,自費,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,2,600点
医学管理,保険,難病外来指導管理料,270点,2,540点
医学管理,保険,電話等による診療（新型コロナウイルス感染症・臨時的取扱）,147点,2,294点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,8,3，360点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,16,4，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,16,1，600点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,16,16，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,898,6，286点
投薬,自費,一般名処方加算１（処方箋料）,7点,3,21点
投薬,保険,一般名処方加算２（処方箋料）,5点,345,1，725点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1736,118，048点
投薬,自賠責,処方箋料（リフィル以外・その他）,68点,1,68点
投薬,自費,処方箋料（リフィル以外・その他）,68点,3,204点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,3,54点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,6,396点
注射,保険,点滴注射（その他）（入院外）,50点,6,300点
