診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,1149,330，912点
初診,自費,初診料,288点,1,288点
初診,保険,医療情報・システム基盤整備体制充実加算１（初診）,6点,1114,6，684点
初診,自費,医療情報・システム基盤整備体制充実加算１（初診）,6点,1,6点
初診,保険,医療情報・システム基盤整備体制充実加算２（初診）,2点,33,66点
初診,保険,外来感染対策向上加算（初診）,6点,1147,6，882点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,160,8，000点
初診,保険,時間外加算（初診）,85点,3,255点
再診,保険,再診料,73点,1262,92，126点
再診,保険,医療情報・システム基盤整備体制充実加算３（再診）（経過措置）,2点,786,1，572点
再診,保険,外来感染対策向上加算（再診）,6点,799,4，794点
再診,保険,外来管理加算,52点,549,28，548点
再診,保険,夜間・早朝等加算（再診）,50点,154,7，700点
再診,保険,明細書発行体制等加算,1点,1262,1，262点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,5,1，400点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,122,3，050点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,55,3，575点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,19,1，615点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報・システム基盤整備体制充実加算１（医学管理等）,6点,268,1，608点
医学管理,自費,医療情報・システム基盤整備体制充実加算１（医学管理等）,6点,1,6点
医学管理,保険,医療情報・システム基盤整備体制充実加算３（医学管理等・経過措置）,2点,224,448点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,492,2，952点
医学管理,自費,外来感染対策向上加算（医学管理等）,6点,1,6点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,116,9，280点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,471,191，226点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,270,161，730点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,599点,1,599点
医学管理,保険,特定疾患療養管理料（診療所）,225点,1,225点
医学管理,保険,特定疾患療養管理料（１００床未満・療養指導）（特例）,147点,91,13，377点
