診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,808,232，704点
初診,保険,夜間・早朝等加算（初診）,50点,80,4，000点
初診,保険,時間外加算（初診）,85点,12,1，020点
再診,保険,乳幼児加算（再診）,38点,2,76点
再診,保険,乳幼児感染予防策加算（再診料・外来診療料・診療報酬上臨時的取扱）,50点,2,100点
再診,保険,再診料,73点,549,40，077点
再診,保険,外来管理加算,52点,236,12，272点
再診,保険,夜間・早朝等加算（再診）,50点,55,2，750点
再診,保険,明細書発行体制等加算,1点,549,549点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,12,780点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,16,1，360点
医学管理,保険,乳幼児感染予防策加算（小児科外来診療料等・診療報酬上臨時的取扱）,50点,479,23，950点
医学管理,自費,乳幼児感染予防策加算（小児科外来診療料等・診療報酬上臨時的取扱）,50点,1,50点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,3,255点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,1,250点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,133,10，640点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,219,88，914点
医学管理,自費,小児科外来診療料（処方箋を交付）再診時,406点,1,406点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,260,155，740点
医学管理,保険,特定疾患療養管理料（診療所）,225点,2,450点
医学管理,保険,診療情報提供料（１）,250点,10,2，500点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,1,300点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,10,4，200点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,2,500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,2,200点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,2,2，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,519,3，633点
投薬,保険,一般名処方加算２（処方箋料）,5点,239,1，195点
投薬,保険,処方箋料（その他）,68点,1087,73，916点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,7,126点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,2,132点
注射,保険,点滴注射（その他）（入院外）,49点,2,98点
注射,保険,皮内、皮下及び筋肉内注射,20点,1,20点
処置,保険,ネブライザー,12点,4,48点
処置,保険,副鼻腔自然口開大処置,25点,730,18，250点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,1,52点
処置,保険,口腔、咽頭処置,14点,8,112点
処置,保険,扁桃処置,40点,1,40点
処置,保険,耳処置,25点,264,6，600点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,11,1，980点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,14,1，400点
処置,保険,耳管処置１（片）,36点,12,432点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザー,24点,322,7，728点
処置,保険,鼓室処置（片）,55点,8,440点
処置,保険,鼻処置,14点,756,10，584点
手術,保険,イオントフォレーゼ加算,45点,2,90点
