診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1279,1，279点
初診,自費,サーベイランス強化加算（初診）,1点,1,1点
初診,保険,初診料,291点,1282,373，062点
初診,自費,初診料,291点,1,291点
初診,保険,医療情報取得加算（初診）,1点,1280,1，280点
初診,自費,医療情報取得加算（初診）,1点,1,1点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1281,15，372点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,1,12点
初診,保険,外来感染対策向上加算（初診）,6点,1279,7，674点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,138,6，900点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1279,6，395点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,1,5点
初診,保険,時間外加算（初診）,85点,2,170点
初診,保険,発熱患者等対応加算（初診）,20点,572,11，440点
初診,保険,連携強化加算（初診）,3点,1279,3，837点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,サーベイランス強化加算（再診）,1点,922,922点
再診,自費,サーベイランス強化加算（再診）,1点,1,1点
再診,保険,再診料,75点,1445,108，375点
再診,自費,再診料,75点,1,75点
再診,保険,医療情報取得加算（再診）,1点,568,568点
再診,自費,医療情報取得加算（再診）,1点,1,1点
再診,保険,同日再診料,75点,3,225点
再診,保険,外来感染対策向上加算（再診）,6点,922,5，532点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,778,40，456点
再診,保険,夜間・早朝等加算（再診）,50点,141,7，050点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,922,4，610点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,1,5点
再診,保険,明細書発行体制等加算,1点,1448,1，448点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,発熱患者等対応加算（再診）,20点,113,2，260点
再診,保険,連携強化加算（再診）,3点,922,2，766点
再診,自費,連携強化加算（再診）,3点,1,3点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,9,2，520点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,193,4，825点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,510,510点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,27,1，755点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,24,2，040点
医学管理,保険,傷病手当金意見書交付料,100点,3,300点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,88,88点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,359,359点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,12点,359,4，308点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,510,3，060点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,182,14，560点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,444,182，040点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,361,218，044点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,510,2，550点
医学管理,保険,特定疾患療養管理料（診療所）,225点,2,450点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,322,6，440点
医学管理,保険,診療情報提供料（１）,250点,41,10，250点
医学管理,保険,連携強化加算（医学管理等）,3点,510,1，530点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,13,5，460点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,71,17，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,74,7，400点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,74,71，040点
