診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1260,1，260点
初診,保険,初診料,291点,1263,367，533点
初診,保険,医療情報取得加算１（初診）,3点,1048,3，144点
初診,保険,医療情報取得加算２（初診）,1点,212,212点
初診,保険,医療ＤＸ推進体制整備加算（初診）,8点,1260,10，080点
初診,保険,外来感染対策向上加算（初診）,6点,1260,7，560点
初診,保険,夜間・早朝等加算（初診）,50点,201,10，050点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1260,6，300点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,発熱患者等対応加算（初診）,20点,596,11，920点
再診,保険,サーベイランス強化加算（再診）,1点,992,992点
再診,自費,サーベイランス強化加算（再診）,1点,1,1点
再診,保険,再診料,75点,1551,116，325点
再診,自費,再診料,75点,1,75点
再診,保険,医療情報取得加算３（再診）,2点,870,1，740点
再診,自費,医療情報取得加算３（再診）,2点,1,2点
再診,保険,医療情報取得加算４（再診）,1点,122,122点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,992,5，952点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,673,34，996点
再診,保険,夜間・早朝等加算（再診）,50点,178,8，900点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,992,4，960点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,1,5点
再診,保険,明細書発行体制等加算,1点,1552,1，552点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
再診,保険,発熱患者等対応加算（再診）,20点,258,5，160点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,20,5，600点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,137,3，425点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,571,571点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,65,4，225点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,30,2，550点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,傷病手当金意見書交付料,100点,1,100点
医学管理,保険,医療情報取得加算１（医学管理等）,3点,246,738点
医学管理,保険,医療情報取得加算２（医学管理等）,1点,20,20点
医学管理,保険,医療情報取得加算３（医学管理等）,2点,285,570点
医学管理,保険,医療情報取得加算４（医学管理等）,1点,20,20点
医学管理,保険,医療ＤＸ推進体制整備加算（医学管理等）,8点,267,2，136点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,571,3，426点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,91,7，280点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,693,284，130点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,270,163，080点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,571,2，855点
医学管理,保険,特定疾患療養管理料（診療所）,225点,1,225点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,361,7，220点
医学管理,保険,診療情報提供料（１）,250点,43,10，750点
医学管理,保険,難病外来指導管理料,270点,6,1，620点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,5,2，100点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,45,11，250点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,47,4，700点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,47,45，120点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,2,1，300点
投薬,保険,一般名処方加算１（処方箋料）,10点,848,8，480点
投薬,保険,一般名処方加算２（処方箋料）,8点,513,4，104点
投薬,自費,一般名処方加算２（処方箋料）,8点,1,8点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2204,132，240点
投薬,自費,処方箋料（リフィル以外・その他）,60点,2,120点
投薬,保険,処方箋料（リフィル以外・７種類以上内服薬）,32点,1,32点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,1,56点
注射,保険,点滴注射（その他）（入院外）,53点,10,530点
注射,保険,皮内、皮下及び筋肉内注射,25点,4,100点
処置,保険,副鼻腔洗浄（その他）（片）,25点,56,1，400点
処置,保険,副鼻腔自然口開大処置,25点,1440,36，000点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,275,7，425点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,101,16，160点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,27,2，430点
処置,保険,耳管処置１（片）,36点,13,468点
処置,保険,膿腫穿刺,80点,1,80点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザ,24点,1190,28，560点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,8,496点
処置,保険,鼻処置,16点,1489,23，824点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,4,960点
手術,保険,イオントフォレーゼ加算,45点,6,270点
手術,保険,咽頭異物摘出術（簡単）,500点,7,3，500点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,時間外加算２（手術）,40％,1,200点
手術,保険,鼓膜切開術,830点,5,4，150点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,5,5，400点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,53,18，020点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,11,2，200点
検査,保険,ビタミンＢ１２,136点,3,408点
検査,保険,免疫学的検査判断料,144点,68,9，792点
検査,保険,平衡機能検査（標準検査）,20点,92,1，840点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,57,17，100点
検査,保険,平衡機能検査（重心動揺計）,250点,11,2，750点
検査,保険,微生物学的検査判断料,150点,16,2，400点
検査,保険,末梢血液一般検査,21点,5,105点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,33,-1，955点
検査,保険,標準純音聴力検査,350点,178,62，300点
検査,保険,淋菌及びクラミジア・トラコマチス同時核酸検出,262点,1,262点
検査,保険,特異的ＩｇＥ半定量・定量,110点,796,30，360点
検査,保険,生化学的検査（１）判断料,144点,5,720点
検査,保険,簡易聴力検査（気導純音聴力）,110点,53,5，830点
検査,保険,細菌培養同定検査（その他）,180点,14,2，520点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,10,1，850点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,12,8，640点
検査,保険,脳波検査判断料２,180点,12,2，160点
検査,保険,血液学的検査判断料,125点,5,625点
検査,保険,超音波検査（断層撮影法）（その他）,350点,8,2，800点
検査,保険,非特異的ＩｇＥ定量,100点,20,2，000点
検査,保険,鼻腔・咽頭拭い液採取,25点,45,1，125点
検査,保険,Ａ群β溶血連鎖球菌核酸検出,204点,1,204点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,20,2，420点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,2,12点
検査,保険,Ｂ－Ｖ,40点,25,1，000点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,105,63，000点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,264,158，400点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,67点,14,938点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,6,1，350点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原定性,150点,19,2，850点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
検査,保険,Ｚｎ,132点,3,396点
画像,保険,コンピューター断層診断,450点,25,11，250点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,25,3，000点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,25,14，000点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1473,8，838点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2168,4，336点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1,2点
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,好酸球性副鼻腔炎の臨床調査個人票,1，100円,4,4，400円
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,24,2，400円
保険外費用,保険,診断書（普通）1000円,1，000円,11,11，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,1,3，000円
合計,合　計,点数合計,,,1，892，453点
,,金額合計,,,48，300円
