診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1202,1，202点
初診,自費,サーベイランス強化加算（初診）,1点,1,1点
初診,保険,乳幼児加算（初診）,75点,1,75点
初診,保険,初診料,291点,1204,350，364点
初診,自費,初診料,291点,1,291点
初診,保険,医療情報取得加算１（初診）,3点,767,2，301点
初診,自費,医療情報取得加算１（初診）,3点,1,3点
初診,保険,医療情報取得加算２（初診）,1点,435,435点
初診,保険,医療ＤＸ推進体制整備加算（初診）,8点,1203,9，624点
初診,自費,医療ＤＸ推進体制整備加算（初診）,8点,1,8点
初診,保険,外来感染対策向上加算（初診）,6点,1202,7，212点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,165,8，250点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1202,6，010点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,1,5点
初診,保険,発熱患者等対応加算（初診）,20点,546,10，920点
初診,保険,連携強化加算（初診）,3点,1202,3，606点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,サーベイランス強化加算（再診）,1点,891,891点
再診,保険,再診料,75点,1359,101，925点
再診,保険,医療情報取得加算３（再診）,2点,420,840点
再診,保険,医療情報取得加算４（再診）,1点,257,257点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,891,5，346点
再診,保険,外来管理加算,52点,640,33，280点
再診,保険,夜間・早朝等加算（再診）,50点,150,7，500点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,891,4，455点
再診,保険,明細書発行体制等加算,1点,1360,1，360点
再診,保険,発熱患者等対応加算（再診）,20点,143,2，860点
再診,保険,連携強化加算（再診）,3点,891,2，673点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,4,1，120点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,153,3，825点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,552,552点
医学管理,自費,サーベイランス強化加算（医学管理等）,1点,6,6点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,47,3，055点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,30,2，550点
医学管理,自費,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報取得加算１（医学管理等）,3点,243,729点
医学管理,自費,医療情報取得加算１（医学管理等）,3点,4,12点
医学管理,保険,医療情報取得加算２（医学管理等）,1点,72,72点
医学管理,保険,医療情報取得加算３（医学管理等）,2点,122,244点
医学管理,自費,医療情報取得加算３（医学管理等）,2点,1,2点
医学管理,保険,医療情報取得加算４（医学管理等）,1点,43,43点
医学管理,自費,医療情報取得加算４（医学管理等）,1点,1,1点
医学管理,保険,医療ＤＸ推進体制整備加算（医学管理等）,8点,316,2，528点
医学管理,自費,医療ＤＸ推進体制整備加算（医学管理等）,8点,4,32点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,552,3，312点
医学管理,自費,外来感染対策向上加算（医学管理等）,6点,6,36点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,147,11，760点
医学管理,自費,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,4,320点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,538,220，580点
医学管理,自費,小児科外来診療料（処方箋を交付）再診時,410点,2,820点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,317,191，468点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,604点,4,2，416点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,552,2，760点
医学管理,自費,抗菌薬適正使用体制加算（医学管理等）,5点,6,30点
