診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,775,223，200点
初診,保険,外来感染対策向上加算（初診）,6点,774,4，644点
初診,保険,夜間・早朝等加算（初診）,50点,76,3，800点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,連携強化加算（初診）,3点,774,2，322点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,8,2，000点
再診,保険,再診料,73点,738,53，874点
再診,保険,同日再診料,73点,2,146点
再診,保険,外来感染対策向上加算（再診）,6点,479,2，874点
再診,保険,外来管理加算,52点,319,16，588点
再診,保険,夜間・早朝等加算（再診）,50点,79,3，950点
再診,保険,明細書発行体制等加算,1点,748,748点
再診,保険,連携強化加算（再診）,3点,479,1，437点
再診,保険,電話等再診料,73点,8,584点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,12,3，360点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,55,1，375点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,25,1，625点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,15,1，275点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,225,56，250点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,308,1，848点
医学管理,自費,外来感染対策向上加算（医学管理等）,6点,2,12点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,86,6，880点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,278,112，868点
医学管理,自費,小児科外来診療料（処方箋を交付）再診時,406点,1,406点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,168,100，632点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,599点,1,599点
医学管理,保険,特定疾患療養管理料（診療所）,225点,7,1，575点
医学管理,保険,診療情報提供料（１）,250点,26,6，500点
医学管理,保険,連携強化加算（医学管理等）,3点,308,924点
医学管理,自費,連携強化加算（医学管理等）,3点,2,6点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,227,68，100点
医学管理,保険,難病外来指導管理料,270点,4,1，080点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,5,2，100点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,8,2，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,8,800点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,8,8，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,357,2，499点
投薬,保険,一般名処方加算２（処方箋料）,5点,278,1，390点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1059,72，012点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,8,144点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,7,462点
注射,保険,点滴注射（その他）（入院外）,50点,1,50点
注射,保険,皮内、皮下及び筋肉内注射,22点,3,66点
処置,保険,副鼻腔洗浄（その他）（片）,25点,54,1，350点
処置,保険,副鼻腔自然口開大処置,25点,523,13，075点
処置,保険,口腔、咽頭処置,16点,2,32点
処置,保険,耳処置,27点,211,5，697点
