診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1450,1，450点
初診,自費,サーベイランス強化加算（初診）,1点,1,1点
初診,保険,初診料,291点,1457,423，987点
初診,自費,初診料,291点,1,291点
初診,保険,医療情報取得加算１（初診）,3点,755,2，265点
初診,自費,医療情報取得加算１（初診）,3点,1,3点
初診,保険,医療情報取得加算２（初診）,1点,695,695点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,11点,1452,15，972点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,11点,1,11点
初診,保険,外来感染対策向上加算（初診）,6点,1450,8，700点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,256,12，800点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1450,7，250点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,1,5点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,発熱患者等対応加算（初診）,20点,877,17，540点
初診,自費,発熱患者等対応加算（初診）,20点,1,20点
初診,保険,連携強化加算（初診）,3点,1450,4，350点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,サーベイランス強化加算（再診）,1点,1111,1，111点
再診,保険,再診料,75点,1868,140，100点
再診,保険,医療情報取得加算３（再診）,2点,264,528点
再診,保険,医療情報取得加算４（再診）,1点,228,228点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,1111,6，666点
再診,保険,外来管理加算,52点,686,35，672点
再診,保険,夜間・早朝等加算（再診）,50点,287,14，350点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1111,5，555点
再診,保険,明細書発行体制等加算,1点,1869,1，869点
再診,保険,発熱患者等対応加算（再診）,20点,281,5，620点
再診,保険,連携強化加算（再診）,3点,1111,3，333点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,1,280点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,176,4，400点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,703,703点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,103,6，695点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,64,5，440点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報取得加算１（医学管理等）,3点,236,708点
医学管理,保険,医療情報取得加算２（医学管理等）,1点,137,137点
医学管理,保険,医療情報取得加算３（医学管理等）,2点,102,204点
医学管理,保険,医療情報取得加算４（医学管理等）,1点,63,63点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,11点,374,4，114点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,703,4，218点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,224,17，920点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,887,363，670点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,379,228，916点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,703,3，515点
医学管理,保険,特定疾患療養管理料（診療所）,225点,3,675点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,505,10，100点
医学管理,保険,診療情報提供料（１）,250点,26,6，500点
医学管理,保険,連携強化加算（医学管理等）,3点,703,2，109点
医学管理,保険,難病外来指導管理料,270点,4,1，080点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,5,2，100点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,52,13，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,53,5，300点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,53,50，880点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,2,1，300点
投薬,保険,一般名処方加算１（処方箋料）,10点,1633,16，330点
投薬,自費,一般名処方加算１（処方箋料）,10点,1,10点
投薬,保険,一般名処方加算２（処方箋料）,8点,592,4，736点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2815,168，900点
投薬,自費,処方箋料（リフィル以外・その他）,60点,1,60点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,5,280点
注射,保険,点滴注射（その他）（入院外）,53点,1,53点
注射,保険,皮内、皮下及び筋肉内注射,25点,2,50点
処置,保険,副鼻腔洗浄（その他）（片）,25点,131,3，275点
処置,保険,副鼻腔自然口開大処置,25点,2081,52，025点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,口腔、咽頭処置,16点,3,48点
処置,保険,扁桃処置,40点,5,200点
処置,保険,耳処置,27点,272,7，344点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,54,8，640点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,25,2，250点
処置,保険,耳管処置１（片）,36点,8,288点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザ,24点,1758,42，192点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,15,930点
処置,保険,鼻処置,16点,2044,32，704点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,7,1，680点
手術,保険,イオントフォレーゼ加算,45点,15,675点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,2,5，820点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,11,9，130点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,4,10，680点
手術,保険,鼻内異物摘出術,690点,1,690点
手術,保険,鼻腔粘膜焼灼術,1，080点,8,8，640点
検査,保険,γ－ＧＴ,11点,5,55点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,179点,1,179点
検査,保険,カリウム,11点,5,55点
検査,保険,クレアチニン,11点,5,55点
検査,保険,グルコース,11点,5,55点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,200点,1,200点
検査,保険,サイログロブリン,128点,1,128点
検査,保険,チンパノメトリー,340点,37,12，580点
検査,保険,ナトリウム及びクロール,11点,5,55点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,9,1，800点
検査,保険,免疫学的検査判断料,144点,105,15，120点
検査,保険,平衡機能検査（標準検査）,20点,79,1，580点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,66,19，800点
検査,保険,平衡機能検査（重心動揺計）,250点,9,2，250点
検査,保険,微生物学的検査判断料,150点,25,3，750点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,1,161点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,157点,1,157点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,4,60点
検査,保険,検査逓減,-10％,31,-1，835点
検査,保険,標準純音聴力検査,350点,197,68，950点
検査,保険,特異的ＩｇＥ半定量・定量,110点,595,22，550点
検査,保険,生化学的検査（１）判断料,144点,5,720点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,71,7，810点
検査,保険,細菌培養同定検査（その他）,180点,22,3，960点
検査,保険,細菌培養同定検査（気道）,180点,2,360点
検査,保険,細菌培養同定検査（穿刺液）,225点,1,225点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,17,3，145点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,4,960点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,9,6，480点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,9,1，620点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,16,5，600点
検査,保険,静脈性嗅覚検査,45点,1,45点
検査,保険,非特異的ＩｇＥ定量,100点,15,1，500点
検査,保険,鼻腔・咽頭拭い液採取,25点,88,2，200点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,12,1，452点
検査,保険,ＡＬＰ,11点,5,55点
検査,保険,ＡＬＴ,17点,5,85点
検査,保険,ＡＳＴ,17点,5,85点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,5,55点
検査,保険,Ａｍｙ,11点,5,55点
検査,保険,Ｂ－Ｖ,40点,22,880点
検査,保険,ＢＩＬ／総,11点,5,55点
検査,保険,ＢＵＮ,11点,5,55点
検査,保険,ＣＲＰ,16点,3,48点
検査,保険,ＣｈＥ,11点,5,55点
検査,保険,ＥＦ－喉頭,600点,76,45，600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,322,193，200点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,1,600点
検査,保険,ＦＴ３,121点,1,121点
検査,保険,ＦＴ４,121点,1,121点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＩｇＧ４,377点,1,377点
検査,保険,ＬＤ,11点,5,55点
検査,保険,Ｓ－Ｍ,67点,25,1，675点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,78,17，550点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原定性,150点,1,150点
検査,保険,ＴＰ,11点,5,55点
検査,保険,ＴＳＨ,98点,1,98点
検査,保険,ＵＡ,11点,5,55点
画像,保険,コンピューター断層診断,450点,32,14，400点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,32,3，840点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,32,17，920点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1836,11，016点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1,6点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2755,5，510点
保険外費用,自費,インフル￥0,0円,11,0円
保険外費用,自費,インフル￥1000,1，000円,15,15，000円
保険外費用,自費,インフル￥1200,1，200円,19,22，800円
保険外費用,自費,インフル￥2000,2，000円,1,2，000円
保険外費用,自費,インフル￥2500,2，500円,3,7，500円
保険外費用,自費,インフル￥3000,3，000円,231,693，000円
保険外費用,自費,インフル￥3100,3，100円,7,21，700円
保険外費用,自費,インフル￥3500,3，500円,6,21，000円
保険外費用,自費,インフル￥4000,4，000円,132,528，000円
保険外費用,自費,インフル￥4100,4，100円,9,36，900円
保険外費用,自費,インフル￥500,500円,2,1，000円
保険外費用,自費,コロナ￥16500,16，500円,1,16，500円
保険外費用,自費,コロナ￥2000,2，000円,15,30，000円
保険外費用,自費,フルミスト￥8000,8，000円,6,48，000円
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,自費,補装具費支給意見書,3，000円,2,6，000円
保険外費用,保険,診察券代100円,100円,25,2，500円
保険外費用,保険,診断書（普通）1000円,1，000円,7,7，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,3,9，000円
保険外費用,自費,面談料（30分以内）,5，500円,1,5，500円
合計,合　計,点数合計,,,2，323，857点
,,金額合計,,,1，495，400円
