診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,850,244，800点
初診,自費,初診料,288点,1,288点
初診,保険,外来感染対策向上加算（初診）,6点,847,5，082点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,49,2，450点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,時間外加算（初診）,85点,3,255点
初診,保険,連携強化加算（初診）,3点,847,2，541点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,乳幼児加算（再診）,38点,21,798点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,331,82，750点
再診,保険,再診料,73点,823,60，079点
再診,自費,再診料,73点,1,73点
再診,保険,同日再診料,73点,8,584点
再診,保険,同日電話等再診料,73点,1,73点
再診,保険,外来感染対策向上加算（再診）,6点,525,3，150点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,461,23，972点
再診,保険,夜間・早朝等加算（再診）,50点,72,3，600点
再診,保険,明細書発行体制等加算,1点,1161,1，161点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,時間外加算（再診）（入院外）,65点,3,195点
再診,保険,連携強化加算（再診）,3点,525,1，575点
再診,自費,連携強化加算（再診）,3点,1,3点
再診,保険,電話等再診料,73点,329,24，017点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,11,3，080点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,77,1，925点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,23,1，495点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,8,680点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,451,112，750点
医学管理,保険,傷病手当金意見書交付料,100点,3,300点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,265,1，590点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,56,4，480点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,210,85，260点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,158,94，642点
医学管理,保険,特定疾患療養管理料（診療所）,225点,8,1，800点
医学管理,保険,診療情報提供料（１）,250点,30,7，500点
医学管理,保険,連携強化加算（医学管理等）,3点,265,795点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,497,149，100点
医学管理,保険,難病外来指導管理料,270点,2,540点
医学管理,保険,電話等による診療（新型コロナウイルス感染症・臨時的取扱）,147点,53,7，791点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,7,2，940点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,11,2，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,11,1，100点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,11,11，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,620,4，340点
投薬,保険,一般名処方加算２（処方箋料）,5点,295,1，475点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1339,91，052点
投薬,自費,処方箋料（リフィル以外・その他）,68点,2,136点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,7,126点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,8,528点
注射,保険,点滴注射（その他）（入院外）,50点,11,550点
注射,保険,皮内、皮下及び筋肉内注射,22点,2,44点
処置,保険,副鼻腔洗浄（その他）（片）,25点,36,900点
処置,保険,副鼻腔自然口開大処置,25点,473,11，825点
処置,保険,口腔、咽頭処置,16点,5,80点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,192,5，184点
処置,自費,耳処置,27点,1,27点
