診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,939,270，432点
初診,自費,初診料,288点,2,576点
初診,保険,外来感染対策向上加算（初診）,6点,937,5，622点
初診,自費,外来感染対策向上加算（初診）,6点,2,12点
初診,保険,夜間・早朝等加算（初診）,50点,101,5，050点
初診,保険,時間外加算（初診）,85点,1,85点
初診,保険,連携強化加算（初診）,3点,2,6点
再診,保険,乳幼児加算（再診）,38点,6,228点
再診,保険,再診料,73点,948,69，204点
再診,保険,同日再診料,73点,2,146点
再診,保険,同日電話等再診料,73点,1,73点
再診,保険,外来感染対策向上加算（再診）,6点,680,4，080点
再診,保険,外来管理加算,52点,521,27，092点
再診,保険,夜間・早朝等加算（再診）,50点,125,6，250点
再診,保険,明細書発行体制等加算,1点,1023,1，023点
再診,保険,時間外加算（再診）（入院外）,65点,3,195点
再診,保険,連携強化加算（再診）,3点,3,9点
再診,保険,電話等再診料,73点,72,5，256点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,1,280点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,50,1，250点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,20,1，300点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,28,2，380点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,245,61，250点
医学管理,自費,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,250点,1,250点
医学管理,保険,二類感染症患者入院診療加算（電話等診療・臨取）（重点措置）,500点,72,36，000点
医学管理,保険,傷病手当金意見書交付料,100点,4,400点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,333,1，998点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,118,9，440点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,266,107，996点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,216,129，384点
医学管理,保険,特定疾患療養管理料（診療所）,225点,12,2，700点
医学管理,保険,診療情報提供料（１）,250点,14,3，500点
医学管理,自費,診療情報提供料（１）,250点,1,250点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,252,75，600点
医学管理,自費,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,1,300点
医学管理,保険,難病外来指導管理料,270点,3,810点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,4,1，680点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,7,1，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,7,700点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,7,7，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,533,3，731点
投薬,保険,一般名処方加算２（処方箋料）,5点,486,2，430点
投薬,保険,処方箋料（リフィル以外・その他）,68点,1590,108，120点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,3,54点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,14,924点
注射,保険,点滴注射（その他）（入院外）,50点,2,100点
注射,保険,皮内、皮下及び筋肉内注射,22点,5,110点
処置,保険,副鼻腔洗浄（その他）（片）,25点,12,300点
処置,保険,副鼻腔自然口開大処置,25点,866,21，650点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,1,52点
処置,保険,口腔、咽頭処置,16点,5,80点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,279,7，533点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,22,3，960点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,11,1，100点
処置,保険,耳管処置１（片）,36点,4,144点
処置,保険,超音波ネブライザ,24点,529,12，696点
処置,保険,鼓室処置（片）,55点,9,495点
処置,保険,鼻処置,16点,933,14，928点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,2,480点
手術,保険,イオントフォレーゼ加算,45点,1,45点
手術,保険,外耳道異物除去術（単純）,260点,5,1，300点
手術,保険,鼓膜切開術,830点,1,830点
手術,保険,鼻腔粘膜焼灼術,1，080点,6,6，480点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,インフルエンザウイルス抗原定性,136点,10,1，360点
検査,自費,インフルエンザウイルス抗原定性,136点,1,136点
検査,保険,カリウム,11点,2,22点
検査,保険,クラミジア・トラコマチス核酸検出,193点,1,193点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,206点,1,206点
検査,保険,チンパノメトリー,340点,12,4，080点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,26,5，200点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,130,18，720点
検査,自費,免疫学的検査判断料,144点,1,144点
検査,保険,平衡機能検査（標準検査）,20点,68,1，360点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,46,13，800点
検査,保険,平衡機能検査（重心動揺計）,250点,26,6，500点
検査,保険,微生物学的検査判断料,150点,7,1，050点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,2,42点
検査,保険,検査逓減,-10％,9,-540点
検査,保険,標準純音聴力検査,350点,128,44，800点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1640,66，000点
検査,保険,生化学的検査（１）判断料,144点,2,288点
検査,保険,簡易聴力検査（気導純音聴力）,110点,57,6，270点
検査,保険,細菌培養同定検査（その他）,170点,6,1，020点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,6,1，080点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,1,230点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,5,3，600点
検査,保険,耳鳴検査,400点,9,3，600点
検査,保険,脳波検査判断料２,180点,5,900点
検査,保険,血液学的検査判断料,125点,2,250点
検査,保険,超音波検査（断層撮影法）（その他）,350点,11,3，850点
検査,保険,静脈性嗅覚検査,45点,7,315点
検査,保険,非特異的ＩｇＥ定量,100点,40,4，000点
検査,保険,鼻腔・咽頭拭い液採取,25点,61,1，525点
検査,自費,鼻腔・咽頭拭い液採取,25点,1,25点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,3,372点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,10,60点
検査,保険,Ｂ－Ｖ,37点,42,1，554点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,ＥＦ－喉頭,600点,51,30，600点
