診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1288,1，288点
初診,自費,サーベイランス強化加算（初診）,1点,1,1点
初診,保険,初診料,291点,1292,375，972点
初診,自費,初診料,291点,1,291点
初診,保険,医療情報取得加算１（初診）,3点,1015,3，045点
初診,自費,医療情報取得加算１（初診）,3点,1,3点
初診,保険,医療情報取得加算２（初診）,1点,273,273点
初診,保険,医療ＤＸ推進体制整備加算（初診）,8点,1290,10，320点
初診,自費,医療ＤＸ推進体制整備加算（初診）,8点,1,8点
初診,保険,外来感染対策向上加算（初診）,6点,1288,7，728点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,146,7，300点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1288,6，440点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,1,5点
初診,保険,発熱患者等対応加算（初診）,20点,681,13，620点
初診,保険,連携強化加算（初診）,3点,1288,3，864点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,サーベイランス強化加算（再診）,1点,963,963点
再診,保険,再診料,75点,1585,118，875点
再診,保険,医療情報取得加算３（再診）,2点,402,804点
再診,保険,医療情報取得加算４（再診）,1点,59,59点
再診,保険,外来感染対策向上加算（再診）,6点,963,5，778点
再診,保険,外来管理加算,52点,653,33，956点
再診,保険,夜間・早朝等加算（再診）,50点,171,8，550点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,963,4，815点
再診,保険,明細書発行体制等加算,1点,1585,1，585点
再診,保険,発熱患者等対応加算（再診）,20点,261,5，220点
再診,保険,連携強化加算（再診）,3点,963,2，889点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,8,2，240点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,153,3，825点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,527,527点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,45,2，925点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,29,2，465点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,1,65点
医学管理,保険,傷病手当金意見書交付料,100点,3,300点
