診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1295,1，295点
初診,自費,サーベイランス強化加算（初診）,1点,5,5点
初診,保険,初診料,291点,1296,377，136点
初診,自費,初診料,291点,5,1，455点
初診,保険,医療情報取得加算（初診）,1点,1295,1，295点
初診,自費,医療情報取得加算（初診）,1点,5,5点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1295,15，540点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,5,60点
初診,保険,外来感染対策向上加算（初診）,6点,1295,7，770点
初診,自費,外来感染対策向上加算（初診）,6点,5,30点
初診,保険,夜間・早朝等加算（初診）,50点,136,6，800点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1295,6，475点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,5,25点
初診,保険,発熱患者等対応加算（初診）,20点,751,15，020点
初診,自費,発熱患者等対応加算（初診）,20点,2,40点
初診,保険,連携強化加算（初診）,3点,1295,3，885点
初診,自費,連携強化加算（初診）,3点,5,15点
再診,保険,サーベイランス強化加算（再診）,1点,1050,1，050点
再診,保険,再診料,75点,1589,119，175点
再診,保険,医療情報取得加算（再診）,1点,592,592点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,1050,6，300点
再診,保険,外来管理加算,52点,720,37，440点
再診,保険,夜間・早朝等加算（再診）,50点,131,6，550点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1050,5，250点
再診,保険,明細書発行体制等加算,1点,1590,1，590点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
再診,保険,発熱患者等対応加算（再診）,20点,224,4，480点
再診,保険,連携強化加算（再診）,3点,1050,3，150点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,1,280点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,193,4，825点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,451,451点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,15,975点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,18,1，530点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,傷病手当金意見書交付料,100点,1,100点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,92,92点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,281,281点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,12点,282,3，384点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,451,2，706点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,142,11，360点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,403,165，230点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,283,170，932点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,451,2，255点
医学管理,保険,特定疾患療養管理料（診療所）,225点,3,675点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,305,6，100点
医学管理,保険,診療情報提供料（１）,250点,23,5，750点
医学管理,自費,診療情報提供料（１）,250点,1,250点
医学管理,保険,連携強化加算（医学管理等）,3点,451,1，353点
医学管理,保険,難病外来指導管理料,270点,4,1，080点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,14,5，880点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,75,18，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,79,7，900点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,79,75，840点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,2,1，300点
投薬,保険,一般名処方加算１（処方箋料）,10点,1226,12，260点
投薬,保険,一般名処方加算２（処方箋料）,8点,519,4，152点
投薬,自費,一般名処方加算２（処方箋料）,8点,3,24点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2386,143，160点
投薬,自費,処方箋料（リフィル以外・その他）,60点,5,300点
投薬,保険,処方箋料（リフィル以外・７種類以上内服薬）,32点,2,64点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,3,168点
注射,保険,点滴注射（その他）（入院外）,53点,7,371点
注射,保険,皮内、皮下及び筋肉内注射,25点,2,50点
処置,保険,副鼻腔洗浄（その他）（片）,25点,74,1，850点
処置,保険,副鼻腔自然口開大処置,25点,1502,37，550点
処置,自費,副鼻腔自然口開大処置,25点,2,50点
処置,保険,口腔、咽頭処置,16点,4,64点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,266,7，182点
処置,自費,耳処置,27点,1,27点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,67,10，720点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,28,2，520点
処置,保険,耳管処置１（片）,36点,9,324点
処置,保険,膿腫穿刺,80点,1,80点
処置,保険,血腫穿刺,80点,2,160点
処置,保険,超音波ネブライザ,24点,1198,28，752点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,11,682点
処置,保険,鼻処置,16点,1503,24，048点
処置,自費,鼻処置,16点,2,32点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,7,315点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,7,20，370点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,咽頭異物摘出術（複雑）,2，100点,2,4，200点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,6,4，980点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,11,11，880点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,21,7，140点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,2,400点
検査,保険,ビタミンＢ１２,136点,3,408点
検査,保険,フェリチン定量,102点,1,102点
検査,保険,免疫学的検査判断料,144点,250,36，000点
検査,保険,平衡機能検査（標準検査）,20点,74,1，480点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,60,18，000点
検査,保険,平衡機能検査（重心動揺計）,250点,2,500点
検査,保険,微生物学的検査判断料,150点,18,2，700点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,2,30点
検査,保険,検査逓減,-10％,40,-2，375点
検査,保険,標準純音聴力検査,350点,201,70，350点
検査,自費,標準純音聴力検査,350点,1,350点
検査,保険,特異的ＩｇＥ半定量・定量,110点,586,18，700点
検査,保険,生化学的検査（１）判断料,144点,5,720点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,41,4，510点
検査,保険,細菌培養同定検査（その他）,180点,18,3，240点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,11,2，035点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,静脈性嗅覚検査,45点,1,45点
検査,保険,非特異的ＩｇＥ定量,100点,14,1，400点
検査,保険,鼻腔・咽頭拭い液採取,25点,249,6，225点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,11,1，331点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｖ,40点,20,800点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,Ｃｕ,23点,2,46点
検査,保険,ＥＦ－喉頭,600点,57,34，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,342,205，200点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,1,600点
検査,保険,ＦＴ３,121点,1,121点
検査,保険,ＦＴ４,121点,1,121点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＨＢｃ抗体半定量・定量,130点,1,130点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,67点,18,1，206点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,239,53，775点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＴＳＨ,98点,1,98点
検査,保険,ＵＡ,11点,2,22点
検査,保険,Ｚｎ,132点,2,264点
画像,保険,コンピューター断層診断,450点,32,14，400点
画像,自費,コンピューター断層診断,450点,1,450点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,32,3，840点
画像,自費,電子画像管理加算（コンピューター断層診断料）,120点,1,120点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,32,17，920点
画像,自費,ＣＴ撮影（イ、ロ又はハ以外）,560点,1,560点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1579,9，474点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,5,30点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1992,3，984点
保険外費用,自費,インフル￥0,0円,2,0円
保険外費用,自費,インフル￥1000,1，000円,2,2，000円
保険外費用,自費,インフル￥1200,1，200円,1,1，200円
保険外費用,自費,インフル￥2000,2，000円,4,8，000円
保険外費用,自費,インフル￥2500,2，500円,2,5，000円
保険外費用,自費,インフル￥3000,3，000円,71,213，000円
保険外費用,自費,インフル￥3100,3，100円,1,3，100円
保険外費用,自費,インフル￥4000,4，000円,31,124，000円
保険外費用,自費,インフル￥4100,4，100円,3,12，300円
保険外費用,自費,インフル￥7000,7，000円,2,14，000円
保険外費用,自費,インフル￥8000,8，000円,6,48，000円
保険外費用,自費,コロナ￥4600,4，600円,3,13，800円
保険外費用,自費,フルミスト￥8000,8，000円,1,8，000円
保険外費用,自費,労働者災害補償保険様式第8号,2，000円,1,2，000円
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,6，500円,2,13，000円
保険外費用,自費,様式第７号　労働者災害補償保険,1，000円,1,1，000円
保険外費用,保険,診察券代100円,100円,22,2，200円
保険外費用,保険,診断書（普通）1000円,1，000円,16,16，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,3,9，000円
合計,合　計,点数合計,,,1，968，409点
,,金額合計,,,496，100円
