診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,2055,2，055点
初診,自費,サーベイランス強化加算（初診）,1点,4,4点
初診,保険,初診料,291点,2056,598，296点
初診,自費,初診料,291点,4,1，164点
初診,保険,医療情報取得加算（初診）,1点,2055,2，055点
初診,自費,医療情報取得加算（初診）,1点,4,4点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,11点,2055,22，605点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,11点,4,44点
初診,保険,外来感染対策向上加算（初診）,6点,2055,12，330点
初診,自費,外来感染対策向上加算（初診）,6点,4,24点
初診,保険,夜間・早朝等加算（初診）,50点,319,15，950点
初診,自費,夜間・早朝等加算（初診）,50点,1,50点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,2055,10，275点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,4,20点
初診,保険,発熱患者等対応加算（初診）,20点,567,11，340点
初診,自費,発熱患者等対応加算（初診）,20点,1,20点
初診,保険,連携強化加算（初診）,3点,2055,6，165点
初診,自費,連携強化加算（初診）,3点,4,12点
再診,保険,サーベイランス強化加算（再診）,1点,1541,1，541点
再診,自費,サーベイランス強化加算（再診）,1点,1,1点
再診,保険,再診料,75点,2194,164，550点
再診,自費,再診料,75点,1,75点
再診,保険,医療情報取得加算（再診）,1点,1065,1，065点
再診,自費,医療情報取得加算（再診）,1点,1,1点
再診,保険,外来感染対策向上加算（再診）,6点,1541,9，246点
再診,自費,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,1323,68，796点
再診,自費,外来管理加算,52点,1,52点
再診,保険,夜間・早朝等加算（再診）,50点,223,11，150点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1541,7，705点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,1,5点
再診,保険,明細書発行体制等加算,1点,2194,2，194点
再診,自費,明細書発行体制等加算,1点,1,1点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
