診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1421,1，421点
初診,自費,サーベイランス強化加算（初診）,1点,1,1点
初診,保険,初診料,291点,1423,414，093点
初診,自費,初診料,291点,1,291点
初診,保険,医療情報取得加算（初診）,1点,1421,1，421点
初診,自費,医療情報取得加算（初診）,1点,1,1点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,12点,1421,17，052点
初診,自費,医療ＤＸ推進体制整備加算１（初診）,12点,1,12点
初診,保険,外来感染対策向上加算（初診）,6点,1421,8，526点
初診,自費,外来感染対策向上加算（初診）,6点,1,6点
初診,保険,夜間・早朝等加算（初診）,50点,145,7，250点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1421,7，105点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,1,5点
初診,保険,発熱患者等対応加算（初診）,20点,720,14，400点
初診,自費,発熱患者等対応加算（初診）,20点,1,20点
初診,保険,連携強化加算（初診）,3点,1421,4，263点
初診,自費,連携強化加算（初診）,3点,1,3点
再診,保険,サーベイランス強化加算（再診）,1点,962,962点
再診,自費,サーベイランス強化加算（再診）,1点,2,2点
再診,保険,再診料,75点,1562,117，150点
再診,自費,再診料,75点,2,150点
再診,保険,医療情報取得加算（再診）,1点,521,521点
再診,自費,医療情報取得加算（再診）,1点,2,2点
再診,保険,同日再診料,75点,8,600点
再診,保険,外来感染対策向上加算（再診）,6点,962,5，772点
再診,自費,外来感染対策向上加算（再診）,6点,2,12点
再診,保険,外来管理加算,52点,830,43，160点
再診,保険,夜間・早朝等加算（再診）,50点,129,6，450点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,962,4，810点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,2,10点
再診,保険,明細書発行体制等加算,1点,1570,1，570点
再診,自費,明細書発行体制等加算,1点,2,2点
再診,保険,発熱患者等対応加算（再診）,20点,154,3，080点
再診,保険,連携強化加算（再診）,3点,962,2，886点
再診,自費,連携強化加算（再診）,3点,2,6点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,9,2，520点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,191,4，775点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,582,582点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,20,1，300点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,28,2，380点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,130,130点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,381,381点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,12点,381,4，572点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,582,3，492点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,210,16，800点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,539,220，990点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,383,231，332点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,582,2，910点
医学管理,保険,特定疾患療養管理料（診療所）,225点,2,450点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,417,8，340点
医学管理,保険,診療情報提供料（１）,250点,30,7，500点
医学管理,保険,連携強化加算（医学管理等）,3点,582,1，746点
医学管理,保険,難病外来指導管理料,270点,6,1，620点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,3,1，260点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,75,18，750点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,79,7，900点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,79,75，840点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,1057,10，570点
