診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,1882,542，016点
初診,自費,初診料,288点,3,864点
初診,保険,外来感染対策向上加算（初診）,6点,1880,11，280点
初診,自費,外来感染対策向上加算（初診）,6点,3,18点
初診,保険,夜間・早朝等加算（初診）,50点,428,21，400点
初診,自費,夜間・早朝等加算（初診）,50点,2,100点
初診,保険,時間外加算（初診）,85点,1,85点
再診,保険,二類感染症患者入院診療加算（電話等再診料・診療報酬上臨時的取扱）,250点,6,1，500点
再診,保険,再診料,73点,1553,113，369点
再診,自賠責,再診料,73点,1,73点
再診,保険,同日再診料,73点,4,292点
再診,保険,外来感染対策向上加算（再診）,6点,1090,6，540点
再診,自賠責,外来感染対策向上加算（再診）,6点,1,6点
再診,保険,外来管理加算,52点,999,51，948点
再診,保険,夜間・早朝等加算（再診）,50点,256,12，800点
再診,保険,明細書発行体制等加算,1点,1563,1，563点
再診,自賠責,明細書発行体制等加算,1点,1,1点
再診,保険,時間外加算（再診）（入院外）,65点,2,130点
再診,保険,電話等再診料,73点,6,438点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,98,2，450点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,69,4，485点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,51,4，335点
医学管理,保険,二類感染症患者入院診療加算（外来診療・診療報酬上臨時的取扱）,147点,494,72，618点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,583,3，498点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,140,11，200点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,546,221，676点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,336,201，264点
医学管理,保険,特定疾患療養管理料（診療所）,225点,3,675点
医学管理,保険,診療情報提供料（１）,250点,33,8，250点
医学管理,保険,院内トリアージ実施料（診療報酬上臨時的取扱）,300点,503,150，900点
医学管理,保険,難病外来指導管理料,270点,2,540点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,9,3，780点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,22,5，500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,22,2，200点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,22,22，000点
投薬,保険,一般名処方加算１（処方箋料）,7点,1132,7，924点
投薬,保険,一般名処方加算２（処方箋料）,5点,1040,5，200点
投薬,自費,一般名処方加算２（処方箋料）,5点,3,15点
投薬,保険,処方箋料（リフィル以外・その他）,68点,3141,213，588点
投薬,自賠責,処方箋料（リフィル以外・その他）,68点,1,68点
投薬,自費,処方箋料（リフィル以外・その他）,68点,3,204点
投薬,保険,処方箋料（リフィル以外・７種類以上内服薬）,40点,1,40点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,3,54点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,2,132点
注射,保険,点滴注射（その他）（入院外）,50点,12,600点
注射,保険,皮内、皮下及び筋肉内注射,22点,4,88点
注射,保険,静脈内注射,34点,1,34点
処置,保険,副鼻腔洗浄（その他）（片）,25点,68,1，700点
処置,保険,副鼻腔自然口開大処置,25点,1878,46，950点
処置,自費,副鼻腔自然口開大処置,25点,2,50点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,281,7，587点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,35,6，300点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,22,2，200点
処置,保険,耳管処置１（片）,36点,4,144点
処置,保険,血腫穿刺,80点,5,400点
処置,保険,超音波ネブライザ,24点,568,13，632点
処置,保険,鼓室処置（片）,55点,14,770点
処置,保険,鼻処置,16点,1998,31，968点
処置,自費,鼻処置,16点,2,32点
処置,保険,鼻出血止血法,240点,9,2，160点
手術,保険,イオントフォレーゼ加算,45点,5,225点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,外耳道異物除去術（単純）,260点,8,2，080点
手術,保険,鼓膜切開術,830点,4,3，320点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,11,11，880点
検査,保険,γ－ＧＴ,11点,1,11点
検査,保険,インフルエンザウイルス抗原定性,136点,1,136点
検査,保険,カリウム,11点,1,11点
検査,保険,クレアチニン,11点,1,11点
検査,保険,グルコース,11点,1,11点
検査,保険,チンパノメトリー,340点,10,3，400点
検査,保険,ナトリウム及びクロール,11点,1,11点
検査,保険,ビタミンＢ１２,140点,3,420点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,268,38，592点
検査,保険,平衡機能検査（標準検査）,20点,57,1，140点
検査,自賠責,平衡機能検査（標準検査）,20点,1,20点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,36,10，800点
検査,自賠責,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,1,300点
検査,保険,微生物学的検査判断料,150点,10,1，500点
検査,保険,末梢血液一般検査,21点,4,84点
検査,保険,検査逓減,-10％,14,-815点
検査,保険,標準純音聴力検査,350点,140,49，000点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,淋菌及びクラミジア・トラコマチス同時核酸検出,270点,1,270点
検査,保険,特異的ＩｇＥ半定量・定量,110点,3192,145，200点
検査,保険,生化学的検査（１）判断料,144点,4,576点
検査,保険,簡易聴力検査（気導純音聴力）,110点,69,7，590点
検査,保険,細菌培養同定検査（その他）,170点,9,1，530点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,8,1，440点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,1,230点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,9,6，480点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,9,1，620点
検査,保険,血液学的検査判断料,125点,4,500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,16,5，600点
検査,保険,静脈性嗅覚検査,45点,5,225点
検査,保険,非特異的ＩｇＥ定量,100点,81,8，100点
検査,保険,鼻腔・咽頭拭い液採取,25点,108,2，700点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,2,248点
検査,保険,ＡＬＰ,11点,1,11点
検査,保険,ＡＬＴ,17点,1,17点
検査,保険,ＡＳＴ,17点,1,17点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,1,11点
検査,保険,Ａｍｙ,11点,1,11点
検査,保険,Ｂ－Ｃ,6点,43,258点
検査,保険,Ｂ－Ｖ,37点,85,3，145点
検査,保険,ＢＩＬ／総,11点,1,11点
検査,保険,ＢＵＮ,11点,1,11点
検査,保険,ＣｈＥ,11点,1,11点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,36,21，600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,155,93，000点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＨＢｃ抗体半定量・定量,133点,1,133点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,1,11点
検査,保険,Ｓ－Ｍ,64点,9,576点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,145,60，900点
検査,保険,ＴＰ,11点,1,11点
検査,保険,ＵＡ,11点,1,11点
検査,保険,Ｚｎ,136点,3,408点
画像,保険,コンピューター断層診断,450点,13,5，850点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,13,1，560点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,13,7，280点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,2,400点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,6,5，700点
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,20，000円,1,20，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,5,500円
保険外費用,保険,診断書（普通）1000円,1，000円,2,2，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
合計,合　計,点数合計,,,2，334，068点
,,金額合計,,,26，500円
