診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1196,1，196点
初診,自費,サーベイランス強化加算（初診）,1点,5,5点
初診,保険,初診料,291点,1197,348，327点
初診,自費,初診料,291点,5,1，455点
初診,保険,外来感染対策向上加算（初診）,6点,1196,7，176点
初診,自費,外来感染対策向上加算（初診）,6点,5,30点
初診,保険,夜間・早朝等加算（初診）,50点,73,3，650点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1196,5，980点
初診,自費,抗菌薬適正使用体制加算（初診）,5点,5,25点
初診,保険,特定機能病院等紹介患者受入加算（初診）,60点,1,60点
初診,保険,発熱患者等対応加算（初診）,20点,557,11，140点
初診,自費,発熱患者等対応加算（初診）,20点,3,60点
初診,保険,連携強化加算（初診）,3点,1196,3，588点
初診,自費,連携強化加算（初診）,3点,5,15点
初診,保険,電子的診療情報連携体制整備加算２（初診）,9点,1196,10，764点
初診,自費,電子的診療情報連携体制整備加算２（初診）,9点,5,45点
再診,保険,サーベイランス強化加算（再診）,1点,1094,1，094点
再診,自費,サーベイランス強化加算（再診）,1点,2,2点
再診,保険,再診料,76点,1686,128，136点
再診,自費,再診料,76点,2,152点
再診,保険,同日再診料,76点,3,228点
再診,保険,外来感染対策向上加算（再診）,6点,1094,6，564点
再診,自費,外来感染対策向上加算（再診）,6点,2,12点
再診,保険,外来管理加算,52点,845,43，940点
再診,保険,夜間・早朝等加算（再診）,50点,98,4，900点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1094,5，470点
再診,自費,抗菌薬適正使用体制加算（再診）,5点,2,10点
再診,保険,時間外対応体制加算３,4点,1689,6，756点
再診,自費,時間外対応体制加算３,4点,2,8点
再診,保険,発熱患者等対応加算（再診）,20点,176,3，520点
再診,保険,連携強化加算（再診）,3点,1094,3，282点
再診,自費,連携強化加算（再診）,3点,2,6点
再診,保険,電子的診療情報連携体制整備加算（再診）,2点,1094,2，188点
再診,自費,電子的診療情報連携体制整備加算（再診）,2点,2,4点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,13,3，640点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,211,5，275点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,440,440点
医学管理,保険,ニコチン依存症管理料２,800点,9,7，200点
