診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,初診料,288点,1018,293，184点
初診,保険,医療情報・システム基盤整備体制充実加算１（初診）,6点,988,5，928点
初診,保険,医療情報・システム基盤整備体制充実加算２（初診）,2点,24,48点
初診,保険,外来感染対策向上加算（初診）,6点,1016,6，096点
初診,保険,夜間・早朝等加算（初診）,50点,183,9，150点
初診,保険,時間外加算（初診）,85点,3,255点
再診,保険,再診料,73点,1423,103，879点
再診,保険,医療情報・システム基盤整備体制充実加算３（再診）（経過措置）,2点,922,1，844点
再診,保険,外来感染対策向上加算（再診）,6点,945,5，670点
再診,保険,外来管理加算,52点,585,30，420点
再診,保険,夜間・早朝等加算（再診）,50点,174,8，700点
再診,保険,明細書発行体制等加算,1点,1423,1，423点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,4,1，120点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,132,3，300点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,60,3，900点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,45,3，825点
医学管理,保険,乳幼児時間外加算（再診）（小児科外来診療料）,65点,2,130点
医学管理,保険,医療情報・システム基盤整備体制充実加算１（医学管理等）,6点,275,1，650点
医学管理,保険,医療情報・システム基盤整備体制充実加算２（医学管理等）,2点,1,2点
医学管理,保険,医療情報・システム基盤整備体制充実加算３（医学管理等・経過措置）,2点,308,616点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,584,3，504点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,123,9，840点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,406点,649,263，494点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,599点,278,166，522点
医学管理,保険,特定疾患療養管理料（診療所）,225点,1,225点
医学管理,保険,特定疾患療養管理料（１００床未満の病院）（特例）（１０月以降）,147点,792,116，424点
医学管理,保険,診療情報提供料（１）,250点,33,8，250点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,2,840点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,37,9，250点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,40,4，000点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,1，000点,40,40，000点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,2,1，300点
投薬,保険,一般名処方加算１（処方箋料）（経過措置）,9点,1132,10，188点
投薬,保険,一般名処方加算２（処方箋料）（経過措置）,7点,473,3，311点
投薬,保険,処方箋料（リフィル以外・その他）,68点,2113,143，684点
投薬,保険,特定疾患処方管理加算１（処方箋料）,18点,2,36点
投薬,保険,特定疾患処方管理加算２（処方箋料）,66点,1,66点
注射,保険,点滴注射（その他）（入院外）,50点,4,200点
注射,保険,皮内、皮下及び筋肉内注射,22点,2,44点
処置,保険,副鼻腔洗浄（その他）（片）,25点,87,2，175点
処置,保険,副鼻腔自然口開大処置,25点,1347,33，675点
処置,保険,扁桃処置,40点,1,40点
処置,保険,耳処置,27点,195,5，265点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,44,7，920点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,21,2，100点
処置,保険,耳管処置１（片）,36点,6,216点
処置,保険,超音波ネブライザ,24点,1158,27，792点
処置,保険,鼓室処置（片）,55点,7,385点
処置,保険,鼻処置,16点,1323,21，168点
手術,保険,イオントフォレーゼ加算,45点,7,315点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,5,14，550点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,2,520点
手術,保険,鼓膜切開術,830点,4,3，320点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,3,8，010点
手術,保険,鼻腔粘膜焼灼術,1，080点,3,3，240点
検査,保険,γ－ＧＴ,11点,5,55点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,184点,5,920点
検査,保険,カリウム,11点,5,55点
検査,保険,クレアチニン,11点,5,55点
検査,保険,グルコース,11点,5,55点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,206点,3,618点
検査,保険,チンパノメトリー,340点,26,8，840点
検査,保険,ナトリウム及びクロール,11点,5,55点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,10,2，000点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,240,34，560点
検査,保険,平衡機能検査（標準検査）,20点,83,1，660点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,46,13，800点
