診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
初診,保険,サーベイランス強化加算（初診）,1点,1546,1，546点
初診,保険,初診料,291点,1551,451，341点
初診,保険,医療情報取得加算（初診）,1点,1546,1，546点
初診,保険,医療ＤＸ推進体制整備加算１（初診）,11点,1547,17，017点
初診,保険,外来感染対策向上加算（初診）,6点,1546,9，276点
初診,保険,夜間・早朝等加算（初診）,50点,218,10，900点
初診,保険,抗菌薬適正使用体制加算（初診）,5点,1546,7，730点
初診,保険,時間外加算（初診）,85点,2,170点
初診,保険,発熱患者等対応加算（初診）,20点,694,13，880点
初診,保険,連携強化加算（初診）,3点,1546,4，638点
再診,保険,サーベイランス強化加算（再診）,1点,1090,1，090点
再診,保険,再診料,75点,1640,123，000点
再診,保険,医療情報取得加算（再診）,1点,541,541点
再診,保険,同日再診料,75点,1,75点
再診,保険,外来感染対策向上加算（再診）,6点,1090,6，540点
再診,保険,外来管理加算,52点,699,36，348点
再診,保険,夜間・早朝等加算（再診）,50点,196,9，800点
再診,保険,抗菌薬適正使用体制加算（再診）,5点,1090,5，450点
再診,保険,明細書発行体制等加算,1点,1641,1，641点
再診,保険,時間外加算（再診）（入院外）,65点,1,65点
再診,保険,発熱患者等対応加算（再診）,20点,192,3，840点
再診,保険,連携強化加算（再診）,3点,1090,3，270点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,156,3，900点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,593,593点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,44,2，860点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,42,3，570点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,136,136点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,370,370点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,11点,371,4，081点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,593,3，558点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,207,16，560点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,558,228，780点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,372,224，688点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,593,2，965点
医学管理,保険,特定疾患療養管理料（診療所）,225点,1,225点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,379,7，580点
医学管理,保険,診療情報提供料（１）,250点,26,6，500点
医学管理,保険,連携強化加算（医学管理等）,3点,593,1，779点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,6,2，520点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,52,13，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,57,5，700点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,57,54，720点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,2,1，300点
投薬,保険,一般名処方加算１（処方箋料）,10点,1423,14，230点
投薬,保険,一般名処方加算２（処方箋料）,8点,722,5，776点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2729,163，740点
投薬,保険,処方箋料（リフィル以外・７種類以上内服薬）,32点,1,32点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,4,224点
注射,保険,点滴注射（その他）（入院外）,53点,4,212点
注射,保険,皮内、皮下及び筋肉内注射,25点,4,100点
処置,保険,副鼻腔洗浄（その他）（片）,25点,122,3，050点
処置,保険,副鼻腔自然口開大処置,25点,1959,48，975点
処置,保険,口腔、咽頭処置,16点,2,32点
処置,保険,扁桃処置,40点,3,120点
